g_value,n,current_zeta_value,runtime,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8
0.156,1,4,0.0233685970306396,0.0401188620492511,-0.0030703595632979,-0.0112709524865635,-0.0116142738158741,-0.0521592069199695,-3.2090299704179053,-3.934775651829428,-inf
0.157,1,4,0.0418176651000976,0.0578825236692971,-0.0038206314898993,-0.0092368224997342,-0.0108754446427768,-0.0445948375363492,-2.5659505803667098,-4.095013128762107,-inf
0.158,1,4,0.0414574146270751,0.0583714313949612,-0.0031392045115044,-0.0091493027784376,-0.0108451753458171,-0.0517086007669143,-4.12628053904609,-inf,-inf
0.159,1,4,0.0336382389068603,0.0312276098210495,-0.0023002091816518,-0.0110286939097579,-0.0112579974167212,-0.04616829447433,-1.602493384677154,-3.740569552966555,-inf
0.16,1,4,0.0324964523315429,0.0471503206208033,-0.0033927498797308,-0.0086474371391709,-0.0087016022072398,-0.0407320508813038,-1.4545717942607694,-3.752201906067641,-inf
0.161,1,4,0.042367935180664,0.0481208532546986,0.0001607266711689,-0.0097526040584442,-0.01083424525351,-0.0738336763686813,-2.4119149965793047,-inf,-inf
0.162,1,4,0.0321617126464843,0.0370294380720712,-0.0058465994502193,-0.0080704218493929,-0.0105206336424905,-0.0500108621903917,-2.5998538528939483,-3.980587392930828,-inf
0.163,1,4,0.0320560932159423,0.032707272298313,-0.0026272760019645,-0.009386936862079,-0.0129070034386011,-0.0664788852439598,-2.9035616947372764,-3.779228373363022,-inf
0.164,1,4,0.0436198711395263,0.0310006985132607,-0.005974274252133,-0.0102108872328888,-0.0112356499432357,-0.054783697582902,-2.942183912665553,-inf,-inf
0.165,1,4,0.031923770904541,0.0349690020909979,-0.0048620509778558,-0.0109276416943337,-0.0110590608717486,-0.0561971433169364,-2.701421488390011,-3.9899757503697777,-inf
0.166,1,4,0.0418782234191894,0.0445460445018563,0.0025414397021143,-0.0087837954576428,-0.0092347472655344,-0.044918672691979,-2.7730215640021543,-3.8585047546066273,-inf
0.167,1,4,0.0319936275482177,0.0414829402052805,-0.0035066962672214,-0.00839168602161,-0.0094610795187048,-0.0468867995042672,-2.290970160762752,-3.975712244627556,-inf
0.168,1,4,0.0318074226379394,0.0377177883791722,0.0007871056823531,-0.0116646016705548,-0.0129185934378692,-0.0566682196798481,-3.2395835260651387,-4.223267689294321,-inf
0.169,1,4,0.0420365333557128,0.0314823387327514,-0.0028991896600034,-0.0072880234861256,-0.0080817659182883,-0.0518156161933411,-2.1843168348987767,-inf,-inf
0.17,1,4,0.031858205795288,0.0403068120733676,-0.0051032297086718,-0.010199429497588,-0.0137936786277955,-0.0648350390524481,-2.517211586187823,-4.156157582864847,-inf
0.171,1,4,0.0320146083831787,0.0354462724476801,-0.0040336767154307,-0.0096383546344879,-0.0109218139101903,-0.0568006321372866,-1.6144049162693204,-3.944643491964973,-inf
0.172,1,4,0.0412769317626953,0.0352925779464054,-0.0047636814176844,-0.0087615279343575,-0.0110553711522838,-0.0567569478533577,-2.1588343804752186,-inf,-inf
0.173,1,4,0.0317630767822265,0.024105231154141,-0.0032722262256005,-0.0081252491596891,-0.0107628821569151,-0.0633933206232322,-3.3456812155750533,-3.943152607855506,-inf
0.174,1,4,0.0416584014892578,0.0462275675570762,-0.0057302816843654,-0.0098434835379829,-0.0127968769870619,-0.0540182314527485,-3.072046107683667,-3.9971807562427406,-inf
0.175,1,4,0.0314006805419921,0.0401657051701014,-0.0030816304506752,-0.0086305750110915,-0.0124245663043017,-0.0640647758888788,-2.9801021941569483,-3.865142990070504,-inf
0.176,1,4,0.03857421875,0.0512698255555784,-0.0012933456765441,-0.0075525504378491,-0.0080863555701494,-0.0531507437852221,-1.6575205637975796,-3.928916558945542,-inf
0.177,1,4,0.031635046005249,0.0460868703604963,-0.000732590048488,-0.0095310899422762,-0.0111463645710766,-0.0560954460196704,-3.300214849913093,-4.010772546463863,-inf
0.178,1,4,0.0417885780334472,0.0422093062401573,-0.0021125940911891,-0.0075894543453824,-0.0093057326663735,-0.0998764397771097,-3.101060129444474,-inf,-inf
0.179,1,4,0.0311417579650878,0.0139586410063234,-0.002400865482339,-0.0087175360791993,-0.0112543606136786,-0.1002554447891979,-2.8422156875634763,-4.076660389231145,-inf
0.18,1,4,0.0383331775665283,0.0333327175413562,-0.003593928286668,-0.0068024403616853,-0.0087780194890187,-0.054802968363988,-1.9096026796430443,-inf,-inf
0.181,1,4,0.0316293239593505,0.0325679126817099,-0.0038162000143417,-0.0075882938232294,-0.0101683497292659,-0.063732603557119,-2.4382135593289487,-4.100555161275607,-inf
0.182,1,4,0.0420799255371093,0.0469098512327533,-0.0041897886656716,-0.0093760602749068,-0.0097482764674992,-0.0506709055316671,-2.105064318386362,-inf,-inf
0.183,1,4,0.0313644409179687,0.0373177980947724,-0.0025410586106954,-0.0078408649989374,-0.0100044521050262,-0.0589117075133982,-1.8640430002852904,-3.894403248291957,-inf
0.184,1,4,0.0427308082580566,0.0237848389929272,-0.0039011681402996,-0.008127379153408,-0.0092307800902769,-0.055361566007273,-2.45654658745437,-4.113526377060446,-inf
0.185,1,4,0.0314724445343017,0.0197872322618694,-0.0034462977962492,-0.0060584432769928,-0.009302519728381,-0.0628300239275143,-2.49914828809954,-4.363492589831186,-inf
0.186,1,4,0.0318849086761474,0.0356329111050685,-0.0034261184347264,-0.0089716569562857,-0.0101894950038536,-0.0675349955863583,-2.1003807707844597,-4.274519249193165,-inf
0.187,1,4,0.041959524154663,0.0257297656873548,-0.0017991770202844,-0.0090377700530913,-0.011026393381564,-0.1057135141130929,-2.954989498158255,-inf,-inf
0.188,1,4,0.0308818817138671,0.0198890151283093,-0.0051954365198811,-0.0095276578278108,-0.0095431457118978,-0.0740167570614952,-3.111239787339469,-3.9630451685345176,-inf
0.189,1,4,0.031752586364746,0.0491208296086247,0.0010436751562641,-0.0076331425010534,-0.0092938058214726,-0.0534516241533213,-1.1194555006332416,-3.3687878927536743,-inf
0.19,1,4,0.0418481826782226,0.0537569151786575,-0.0037980771839607,-0.0076143154838491,-0.009654128290538,-0.0654160426504105,-2.4138974461171565,-inf,-inf
0.191,1,4,0.0317788124084472,0.0232835884807858,-0.0028063600744926,-0.0066217087314917,-0.0100335239736586,-0.0763665157393662,-3.281661516509061,-4.298974321207055,-inf
0.192,1,4,0.0414462089538574,0.0398066719110367,-0.0015272044774548,-0.0079068297061279,-0.0103078399646985,-0.0843502310082376,-2.114614647829661,-4.399174105361562,-inf
0.193,1,4,0.0418272018432617,0.0237616628464199,-0.0021828140335162,-0.0064758175682634,-0.00900767277774,-0.071992026520998,-1.5676015926921287,-inf,-inf
0.194,1,4,0.0313441753387451,0.0301297656362356,-0.0050936468644253,-0.007478963085689,-0.009658052459894,-0.0667537599411735,-3.5634900861044145,-4.455081535746555,-inf
0.195,1,4,0.0418298244476318,0.0469215113356264,-0.0026377433503665,-0.0079727631131342,-0.0097219654358619,-0.0554514662891502,-inf,-inf,-inf
0.196,1,4,0.03129243850708,0.0288719569336064,-0.0038696357065529,-0.0063584654135396,-0.0093783206036974,-0.0658944758947555,-3.0275972547239838,-4.189672637238816,-inf
0.197,1,4,0.0422828197479248,0.032278475745837,-0.0046684617981905,-0.0077484968808298,-0.0078873447713447,-0.061828203458666,-3.1843308461409783,-inf,-inf
0.198,1,4,0.0417926311492919,0.0396978138154998,-0.0022809067770701,-0.0095134810702213,-0.0143794725211057,-0.0604599229413246,-2.9082245077345283,-3.879145108018574,-inf
0.199,1,4,0.0426630973815918,0.0335197547652808,-0.0030209326879025,-0.00752857289467,-0.0080479981770153,-0.0697624799440997,-2.9930204008030468,-inf,-inf
0.2,1,4,0.031304121017456,0.0317330570773939,-0.0005436119245476,-0.0076881082104838,-0.0083253711606453,-0.061923247196742,-1.4866834737690742,-3.849235676683158,-inf
0.201,1,4,0.0323925018310546,0.0121064304657214,-0.0041533941468973,-0.0075212110133618,-0.0077705255284668,-0.0785009010929028,-2.2821393420988514,-4.1554722995110405,-inf
0.202,1,4,0.0414159297943115,0.0432630158157747,-0.0005851827982542,-0.0088891247011979,-0.0089177604814225,-0.0656500150569857,-2.438518110254567,-inf,-inf
0.203,1,4,0.041750431060791,0.0246658545443354,-0.0017633449205127,-0.008860209817551,-0.0104723289384455,-0.0630102414098701,-1.579221077931479,-3.831942666389791,-inf
0.204,1,4,0.0421600341796875,0.0255410231694505,-0.00361313831684,-0.0075145958074485,-0.0091067146763459,-0.0689053261940127,-1.798412352593141,-4.0197571289990925,-inf
0.205,1,4,0.031512975692749,0.0285982457998016,-0.0027936593458312,-0.0076044192824566,-0.0089927901598533,-0.0666362114039204,-1.6902131649357874,-3.871655975217257,-inf
0.206,1,4,0.0417206287384033,0.0233502213051225,-0.0022161556984685,-0.0071722592785832,-0.0077664279021235,-0.0681667109101943,-1.8653884170082824,-inf,-inf
0.207,1,4,0.0303664207458496,0.030598220683726,-0.0010831047278104,-0.008339925136439,-0.0089808749087127,-0.0894414829909659,-2.554786593472218,-4.483990341455852,-inf
0.208,1,4,0.0422475337982177,0.0271426623234897,-0.0005179094443004,-0.0072206476290688,-0.0080878689148489,-0.056757709977549,-1.4080613619668008,-inf,-inf
0.209,1,4,0.0317342281341552,0.0274453885107041,-0.0044789076746089,-0.0062778377475919,-0.0089070361910597,-0.0856650825015482,-3.706944272139088,-4.522595840140049,-inf
0.21,1,4,0.0426995754241943,0.0294390674253872,-0.0012530287861493,-0.0065971424194953,-0.0079565859814066,-0.0788703822902129,-3.572932257934869,-inf,-inf
0.211,1,4,0.041478157043457,0.0291363516347293,-0.002387925905775,-0.0079284078005922,-0.0081309279329688,-0.0682711650978877,-2.400765591722279,-inf,-inf
0.212,1,4,0.0322287082672119,0.0250363101489908,-0.0045116981755482,-0.0087253996944335,-0.0089786117894053,-0.077949919844896,-2.0298331525514586,-4.100650504106037,-inf
0.213,1,4,0.0320301055908203,0.020010682372914,-0.0025952311483269,-0.0061130592848431,-0.0078835623368686,-0.0834529530633091,-3.568757947555265,-4.65413927503495,-inf
0.214,1,4,0.0422396659851074,0.0310555102863158,-0.0041969665190918,-0.0065342905139721,-0.0086033714912852,-0.0793958967584431,-3.1499911958788576,-inf,-inf
0.215,1,4,0.0419797897338867,0.0143412324500895,-0.0031530753016112,-0.0056386003733867,-0.0093448131787581,-0.0776134567661182,-3.228657172541256,-inf,-inf
0.216,1,4,0.0311977863311767,0.0320673930550483,-0.0042337095845242,-0.0048284256289689,-0.0064840249614972,-0.0831333992939223,-3.292924397864519,-4.699785577672352,-inf
0.217,1,4,0.0312936305999755,0.012654222792122,-0.0013813838437825,-0.0066135817588299,-0.0096341186934492,-0.0865657749815966,-2.792081993218803,-4.2900493505779975,-inf
0.218,1,4,0.0430073738098144,0.0231103962420524,-0.0036929809769666,-0.0063054935573716,-0.0098132431164544,-0.0807952698193442,-3.1642927561021503,-4.6639772532604304,-inf
0.219,1,4,0.0422992706298828,0.0259743039542948,-0.0023854893219575,-0.0073099613387766,-0.0080398077197927,-0.0953937485864494,-3.969039578182796,-inf,-inf
0.22,1,4,0.0313234329223632,0.0208776002611084,-0.0032915594827484,-0.0070908727529798,-0.0091290147990237,-0.0886040578473681,-3.3462285076370004,-4.373975681557024,-inf
0.221,1,4,0.0420899391174316,0.0347041520113952,-0.0028861868253396,-0.0099435486063189,-0.0109883478548765,-0.0811443027497895,-2.3977945152490285,-4.229685007190353,-inf
0.222,1,4,0.0314524173736572,0.0364563252771494,-0.0048194681720083,-0.0074326337521573,-0.0089620294871725,-0.0854617763889646,-3.3196806477477323,-4.5292962762017295,-inf
0.223,1,4,0.0420076847076416,0.0124958515952199,-0.0028426970419555,-0.0043269100749748,-0.0074999826321885,-0.0838822945930256,-2.0921917271586965,-4.42657985673258,-inf
0.224,1,4,0.0312521457672119,0.0278553854398311,-0.0053886223365794,-0.008096106582036,-0.0085982156816452,-0.0731288415434992,-3.024231818845056,-4.48912433123333,-inf
0.225,1,4,0.0426342487335205,0.0171366874210974,-0.0012908403688709,-0.0065398852297173,-0.0081513530116246,-0.0761677706350952,-2.2229833354202664,-4.243423359621129,-inf
0.226,1,4,0.0417859554290771,0.0351212633974128,-0.0021230645993202,-0.0056864843192412,-0.0075625698093923,-0.079400534676582,-4.446089897798171,-inf,-inf
0.227,1,4,0.0414991378784179,0.0171049173960164,-0.0021619436216708,-0.0063837942815742,-0.008354340537333,-0.0879364675302167,-2.6527523445595413,-inf,-inf
0.228,1,4,0.031649112701416,0.0155852417786504,-0.0029248460229071,-0.005750774370851,-0.008125821624267,-0.0718731782680662,-1.538824090560922,-4.217618613531477,-inf
0.229,1,4,0.0419464111328125,0.0116576699392412,-0.0030910674348179,-0.0059713494899438,-0.0084532654555233,-0.0793956786333164,-1.6378639948768214,-inf,-inf
0.23,1,4,0.0415248870849609,0.0303032126526773,-0.0024194357153675,-0.0071712650090604,-0.009331722173851,-0.1011778725786787,-3.7688598226953474,-inf,-inf
0.231,1,4,0.0312826633453369,0.0274257552833184,-0.0037644552312936,-0.0056679281300678,-0.0073855574959498,-0.0770727786183536,-3.0874187025996616,-4.55381612017954,-inf
0.232,1,4,0.0421309471130371,0.0243338913496701,-0.0037682315323102,-0.0069408674945684,-0.0097441787402233,-0.0837227858808516,-3.461807617566924,-inf,-inf
0.233,1,4,0.0418124198913574,0.0222489805812493,-0.0045525509801207,-0.0063892061839345,-0.0078704085844725,-0.0899469438483564,-3.738567184469853,-inf,-inf
0.234,1,4,0.0414450168609619,0.027548021851567,-0.0007113065742607,-0.0038601430743377,-0.0077382379963952,-0.0870529141193151,-3.56970902891935,-inf,-inf
0.235,1,4,0.0426199436187744,0.0254764592646278,-0.0031820418313104,-0.0053842155656625,-0.006984080871122,-0.1043314573015984,-3.2342167989326254,-4.328692934130172,-inf
0.236,1,4,0.0428841114044189,0.0181711195245566,-0.002277648163014,-0.0056256626999025,-0.0076097941378701,-0.0907256505459363,-3.642185117216087,-4.774868124902219,-inf
0.237,1,4,0.0317645072937011,0.0310961003729876,-0.0037602786352774,-0.0052088544738232,-0.0085603770109902,-0.080952566633859,-2.273823465742792,-4.548326120247771,-inf
0.238,1,4,0.0421390533447265,0.0178902961111061,-0.0002210661540749,-0.0052905197692593,-0.0077733281163065,-0.0818304859860989,-3.024521936640448,-inf,-inf
0.239,1,4,0.0309610366821289,0.0350148616296039,-0.0032616380868317,-0.0079875067092753,-0.0098150901957329,-0.084501558690062,-3.0122278309914408,-4.511967317011062,-inf
0.24,1,4,0.0430364608764648,0.0264790384812241,-0.0033594894474187,-0.0058923774877269,-0.0094492131174575,-0.0916316904465829,-2.099741377974477,-inf,-inf
0.241,1,4,0.0430929660797119,0.0202292510353444,-0.0034050249713077,-0.0071099810288992,-0.009064851129026,-0.0888029568613357,-2.659352289226057,-4.258804701839692,-inf
0.242,1,4,0.0419604778289794,0.0195791490322086,-0.0049585131691717,-0.0053449061441205,-0.0076598464267781,-0.0873874384342512,-3.728877560769103,-inf,-inf
0.243,1,4,0.0315263271331787,0.0298187158517264,-0.0046868059277748,-0.0063702095198836,-0.0086075299786661,-0.0800799535449474,-2.961386584240161,-4.63005709030329,-inf
0.244,1,4,0.0396540164947509,0.0237117014685342,-0.0020803539731535,-0.0055186605427513,-0.0073912675761013,-0.0887955694622091,-3.5751401090751576,-inf,-inf
0.245,1,4,0.0421485900878906,0.0253126472193181,-0.0023992862155292,-0.0074494164037741,-0.008046003271581,-0.0862385804399011,-2.857823895187721,-inf,-inf
0.246,1,4,0.0304803848266601,0.0140467114871729,-0.0026110406762018,-0.0054767268292352,-0.0082716489931134,-0.0870841612358454,-3.2489904259667863,-4.621260954936869,-inf
0.247,1,4,0.0432019233703613,0.0261963377559492,-0.0010835469113598,-0.0081524781794487,-0.0100348666657564,-0.0870525809518933,-3.529823966758545,-inf,-inf
0.248,1,4,0.0425572395324707,0.0252413453921653,-0.0034789974632545,-0.0054045363737806,-0.0069045863739183,-0.0861578224025369,-3.756337598050168,-inf,-inf
0.249,1,4,0.0426304340362548,0.024175245187813,-0.0036642526863337,-0.0065837594715944,-0.009562617536306,-0.0915502688975232,-3.171020561811804,-inf,-inf
0.25,1,4,0.0389163494110107,0.0218914100185598,-0.0025047750573532,-0.0058208445550491,-0.0083630614130635,-0.089646027600282,-3.048715779396737,-inf,-inf
0.251,1,4,0.030959129333496,0.0188657367019928,-0.0029537950638709,-0.0069858532291621,-0.009155299236844,-0.0851274036612734,-1.43349536067627,-4.030013234839244,-inf
0.252,1,4,0.0427296161651611,0.0341565542590533,-0.0039536572694896,-0.0046882212430326,-0.0080472874931306,-0.0921031555212034,-2.513687851186516,-4.630369990428475,-inf
0.253,1,4,0.0429410934448242,0.0193125670904192,-0.0024300620878759,-0.0054884350672835,-0.0079854767750907,-0.1075276570890079,-3.829106543215021,-inf,-inf
0.254,1,4,0.0420989990234375,0.0319607938443335,-0.0015154393203674,-0.0065225554939155,-0.0073510807392669,-0.0819599736111549,-2.6469083858596387,-inf,-inf
0.255,1,4,0.0425667762756347,0.0178186258858461,-0.0020974392971065,-0.0051202692667031,-0.0077656689271115,-0.0837660983653976,-3.3109438020807707,-inf,-inf
0.256,1,4,0.0309064388275146,0.0172883865972989,-0.0012116699979511,-0.0048199138977273,-0.0068136638850126,-0.0897231752736416,-2.7107928275558786,-4.62066402793078,-inf
0.257,1,4,0.0393657684326171,0.0168728004259318,-0.001815103396516,-0.0052082977643817,-0.0055253681856736,-0.0662455722027801,-1.5852180321756135,-inf,-inf
0.258,1,4,0.0318822860717773,0.0259803607861112,-0.002914349416315,-0.0056810112060832,-0.0081564497913109,-0.0874581708412927,-2.4540325964519814,-4.382769245089484,-inf
0.259,1,4,0.0419270992279052,0.0272897946697387,-0.0037263299402631,-0.0049180077562614,-0.0069984617844134,-0.0913699624588165,-3.653378661463052,-inf,-inf
0.26,1,4,0.04262375831604,0.0097009569418646,-0.0001133876226022,-0.0054383247539232,-0.0069092399909392,-0.0955926726294287,-inf,-inf,-inf
0.261,1,4,0.0416786670684814,0.0146675053811344,-0.002433354847156,-0.0057111622267407,-0.0068338337322872,-0.0890812772258583,-2.5997251834183364,-inf,-inf
0.262,1,4,0.0429804325103759,0.0101141354970363,-0.0037983745084674,-0.0053451828038524,-0.0077419532719406,-0.0905026374790401,-2.20305562662568,-inf,-inf
0.263,1,4,0.0312068462371826,0.0155605121881837,-0.0029003349114005,-0.0077888210019508,-0.0092925038150548,-0.0867580698499756,-1.3283195248425033,-3.463903390509336,-inf
0.264,1,4,0.03853440284729,0.0280853990718514,-0.0030299677592646,-0.0048394463144595,-0.0077465822991451,-0.1186700784314255,-4.749192819580377,-inf,-inf
0.265,1,4,0.03178071975708,0.031145800231081,-0.0011401064243325,-0.0048744989378887,-0.0075945590715895,-0.086367720839028,-2.429667284143022,-4.633912166128148,-inf
0.266,1,4,0.042494773864746,0.0220124499138775,-0.0027210702118263,-0.0055999499949563,-0.0070634873230095,-0.1141873348172625,-3.537304143784999,-inf,-inf
0.267,1,4,0.0424067974090576,0.0246323228711583,-0.0019543998523648,-0.0055170106986692,-0.0088305064923704,-0.0911086303039119,-3.5754158176514275,-4.782304216805955,-inf
0.268,1,4,0.041611909866333,0.0331590601079891,-0.0027695787579082,-0.0051066096878154,-0.0078444576878801,-0.0850784731523157,-4.146574692517665,-5.01056724152772,-inf
0.269,1,4,0.0424094200134277,0.0187894360017539,-0.0022343759889947,-0.0058330256619134,-0.0086107228876016,-0.0934251614003074,-3.2432712385105997,-inf,-inf
0.27,1,4,0.0388071537017822,0.0187783954070861,-0.0026406884414917,-0.0073821982440278,-0.0085698392906545,-0.0992421922315431,-4.68829822306134,-inf,-inf
0.271,1,4,0.0319569110870361,0.0255125682333648,-0.002384507635821,-0.0041400749239974,-0.0050481804312579,-0.0991973999897225,-3.7506688357606346,-5.071473265653446,-inf
0.272,1,4,0.0414505004882812,0.01827747992174,-0.0030603412149526,-0.004385897083127,-0.0076736014627158,-0.1072021361749575,-4.0900498892961,-inf,-inf
0.273,1,4,0.0424714088439941,0.0165952631772782,-0.0025505177243291,-0.0055216453667743,-0.0084114169601803,-0.1232892789126492,-3.6903414833034014,-inf,-inf
0.274,1,4,0.0313770771026611,0.0261247292953394,-0.0014256954042127,-0.0047788510589475,-0.0073727536540925,-0.1026802160978039,-3.9235780448591737,-4.679788258149136,-inf
0.275,1,4,0.041811466217041,0.0276375481716824,-0.0052215285581243,-0.0060547028283274,-0.0065065331995512,-0.0941652487845884,-3.9899776000024754,-inf,-inf
0.276,1,4,0.0423967838287353,0.0270580436420317,-0.0028720335135313,-0.0053020589856037,-0.007214374502105,-0.090471890737267,-3.2474624823205644,-inf,-inf
0.277,1,4,0.0389082431793212,0.0198688129427989,-0.0013561293343001,-0.0069992855366768,-0.0070073677590479,-0.084558155289021,-2.217239583146341,-4.095745800905295,-inf
0.278,1,4,0.0322201251983642,0.0227590456804917,-0.0023303513916321,-0.0056122237754305,-0.0074894473527304,-0.0916581408618291,-3.195301967129323,-4.5359657842503065,-inf
0.279,1,4,0.0419766902923584,0.0231047350025672,-0.0044232505117187,-0.0057143184595686,-0.0066759317185945,-0.1072478888113545,-inf,-inf,-inf
0.28,1,4,0.0430340766906738,0.0120869317101858,-0.0026358031675591,-0.0045114233950542,-0.007259594042078,-0.1029403852374688,-3.0341959852625675,-inf,-inf
0.281,1,4,0.0422501564025878,0.0208641334409629,-0.0025739934248142,-0.0058272146290663,-0.0080178654983881,-0.0974670240635177,-2.223287597682247,-inf,-inf
0.282,1,4,0.0391798019409179,0.0105343289399068,-0.0022805220155494,-0.0064178319354856,-0.0081776925378654,-0.0957900871039534,-2.78786376906956,-inf,-inf
0.283,1,4,0.0430340766906738,0.0158392170270686,-0.0021536786206718,-0.0042983970779338,-0.0069154956117921,-0.106824497121778,-1.964671770427593,-4.245415348053787,-inf
0.284,1,4,0.0311789512634277,0.010550044067338,-0.0026183414894788,-0.0074676402305214,-0.0087793600276236,-0.102358121292353,-2.0009160388892084,-4.580000198924066,-inf
0.285,1,4,0.0311381816864013,0.0298516521585362,-0.0018089347140522,-0.0042579081995886,-0.0060407523339339,-0.1250343867929003,-3.266386725699462,-4.756104401629377,-inf
0.286,1,4,0.0417046546936035,0.0252644053086965,-0.0039118644247572,-0.007070622498612,-0.0080634723787427,-0.0995654060870799,-2.39174222390679,-inf,-inf
0.287,1,4,0.0419976711273193,0.0223573246290334,-0.0032046511047171,-0.0049359286015272,-0.0076242230487057,-0.1004910651324953,-inf,-inf,-inf
0.288,1,4,0.0424020290374755,0.0308999488337352,-0.0041865525648683,-0.0052487667264706,-0.0069050811345072,-0.0939073686442243,-3.8614851114957394,-inf,-inf
0.289,1,4,0.0435237884521484,0.0037753047472816,-0.0015794100179718,-0.0075028713201379,-0.0079882142458364,-0.1072517827284408,-2.6816032517470725,-inf,-inf
0.29,1,4,0.0384433269500732,0.0084447628678044,-0.0008239709318273,-0.0067707823521107,-0.0075226696082871,-0.1017300922599578,-3.293261198632367,-inf,-inf
0.291,1,4,0.0321309566497802,0.019391013892284,-0.0028873021560776,-0.0061580712190519,-0.0070111516022859,-0.1072772397487374,-3.1513581644217346,-4.811197119513113,-inf
0.292,1,4,0.0378222465515136,0.0317926391927216,-0.0018824687092206,-0.0051182112795177,-0.0077455297810789,-0.1071275642230112,-3.3576457663886616,-4.803443388066028,-inf
0.293,1,4,0.0424749851226806,0.0073037390114564,-0.0020989884933869,-0.0045009909801656,-0.0065248910366201,-0.1116962089767404,-2.354482190062384,-inf,-inf
0.294,1,4,0.0428535938262939,0.0353926443386262,-0.0015931859956856,-0.0073343083366189,-0.0077031499722501,-0.1001071290629623,-2.8466501661694066,-4.683165998391716,-inf
0.295,1,4,0.041752815246582,0.0197861298603784,-0.0032170578968964,-0.0060658616854696,-0.0062803703067048,-0.0900855131160769,-3.3751792847278126,-inf,-inf
0.296,1,4,0.0426034927368164,0.0069935573435573,-0.0028212765887644,-0.0049204318702379,-0.0074485132291418,-0.1039470610357438,-inf,-inf,-inf
0.297,1,4,0.0313196182250976,0.0098807881305252,-0.0033345411113206,-0.0044277091043737,-0.0084585918756555,-0.0998189000024396,-3.97658961832014,-5.040817276454074,-inf
0.298,1,4,0.0375914573669433,0.0212515663941395,-0.0029313803285579,-0.0057697568454173,-0.0080256555525525,-0.1029112674766871,-3.262961763667856,-inf,-inf
0.299,1,4,0.0381803512573242,0.0088825355331333,-0.0011237040830935,-0.0045346603470978,-0.0072300718639728,-0.1078035623694896,-1.8051094739174844,-inf,-inf
0.3,1,4,0.0316848754882812,0.0251386353601307,-0.0046904271473739,-0.0058836782259303,-0.0081788477227172,-0.1166884726126824,-4.371423128565917,-5.324793911132258,-inf
0.301,1,4,0.0422353744506835,0.0091042049897017,-0.0023362847901815,-0.0040121784268354,-0.0073439882210967,-0.1121606677097426,-2.520092434387017,-inf,-inf
0.302,1,4,0.0420329570770263,0.0020968172747578,-0.0034958184145147,-0.0056021667400241,-0.0127830092781539,-0.110261093036385,-3.319219569897551,-inf,-inf
0.303,1,4,0.0436129570007324,0.0192214254368257,-0.0028984694207099,-0.0043361057921432,-0.0070186926985295,-0.1031311304236498,-2.8026405256049767,-inf,-inf
0.304,1,4,0.0424480438232421,0.0085129018217534,-0.0019719993027603,-0.004379805426608,-0.0056390807057439,-0.1056880745562253,-2.6076602475501107,-inf,-inf
0.305,1,4,0.0423219203948974,0.0310960327562485,-0.0023164034609067,-0.0063319983038485,-0.0072596297515803,-0.126406189440392,-3.553798710195706,-inf,-inf
0.306,1,4,0.0391485691070556,0.0141262576711824,-0.0038139939062424,-0.0053675365515721,-0.006618780861919,-0.1146300691929422,-2.8552189998420405,-inf,-inf
0.307,1,4,0.0320100784301757,0.0127789515142818,-0.0027533430186566,-0.0044628714029582,-0.0070330290931465,-0.111737333476349,-3.207215406569164,-4.890682471862656,-inf
0.308,1,4,0.0309364795684814,0.017984931427117,-0.0027306762083686,-0.0039163722214273,-0.0066406530098963,-0.1208298945671386,-3.482891923816703,-4.922604212305823,-inf
0.309,1,4,0.043546438217163,0.0222766764670744,-0.0005326836140898,-0.0057825686464965,-0.0064566859148276,-0.1137189157101047,-inf,-inf,-inf
0.31,1,4,0.0422029495239257,0.0151765707475444,-0.0010301980760335,-0.0049260340271771,-0.0061174298719031,-0.1299936574435154,-3.7875067516932672,-inf,-inf
0.311,1,4,0.0426671504974365,0.0138994847130952,-0.0007930980342834,-0.0052876637931664,-0.0079528513264852,-0.1551869933724419,-3.6142105261881032,-inf,-inf
0.312,1,4,0.0427675247192382,0.0206566205863715,-0.0010950656951959,-0.005849391247324,-0.0066786083800828,-0.1279155778778136,-3.942851885715629,-inf,-inf
0.313,1,4,0.0413465499877929,0.0153844335628171,-0.0027876714741242,-0.0045782242463597,-0.0064489911808469,-0.1403287147194185,-3.7830446398531823,-inf,-inf
0.314,1,4,0.0388240814208984,0.0064182538925929,-0.003292954840192,-0.0048717985640712,-0.0057857775127896,-0.1367950090584175,-3.206496861163143,-inf,-inf
0.315,1,4,0.0322163105010986,0.0189524009019832,-0.0016830480983042,-0.0031688146345403,-0.006063141726877,-0.1356881658910714,-3.684491283330148,-4.784403848418312,-inf
0.316,1,4,0.0428957939147949,0.0094453157479175,-0.0022778739032295,-0.0066305340356094,-0.0099804383756766,-0.1066235007283119,-inf,-inf,-inf
0.317,1,4,0.0419211387634277,0.0132220566669122,-0.0022186356912614,-0.0033811427618869,-0.0044922034602565,-0.1290048148175558,-2.7477728915363886,-inf,-inf
0.318,1,4,0.0316600799560546,0.0136150020541279,0.0008833530704856,-0.0072717990984762,-0.0092625368664888,-0.0970797691443881,-2.5467199904310847,-5.701546596430927,-inf
