g_value,n,current_zeta_value,runtime,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10,lambda_11,lambda_12,lambda_13,lambda_14,lambda_15,lambda_16,lambda_17,lambda_18,lambda_19,lambda_20,lambda_21,lambda_22,lambda_23,lambda_24,lambda_25,lambda_26,lambda_27,lambda_28,lambda_29,lambda_30,lambda_31,lambda_32
0.165,2,4,0.204411506652832,0.0889078847508139,0.0205387872610262,0.0092920486190315,0.0055794595158659,0.001844215434671,0.0002032687156584,-0.0023581317819872,-0.005462456230941,-0.0074861808754184,-0.0076311323501181,-0.008112544027351,-0.0105928782603985,-0.0117758195116894,-0.0118855493407946,-0.0181834486397339,-0.0184898145446835,-0.034071956461954,-0.0642853699084356,-0.0821006169217239,-0.1016409251698831,-0.1339840023880313,-0.2434848817301325,-0.2999796377535331,-0.3706896003321001,-0.4457778682908609,-0.6057302804173409,-0.9690535306326766,-1.912038148346793,-4.2593348886734,-8.871315204617067,-15.825760450834869,-inf
0.166,2,4,0.2633404731750488,0.0965929083680604,0.0255183152737834,0.0109109928335958,0.0107874580074963,0.001113492536185,0.0002658502341979,-0.003522877062614,-0.0043532614733318,-0.0066509196319485,-0.0073679593133106,-0.0077012990966044,-0.009588030666892,-0.0100507389697895,-0.0105244849437218,-0.0149533131420872,-0.0168395108892374,-0.0384161323075919,-0.0726386644793696,-0.0908345508691604,-0.102770300624554,-0.1272081409948716,-0.2394118435921937,-0.3081621454342583,-0.3926388213820473,-0.4995684786121694,-0.637680874437711,-0.9691717225159228,-2.063668660654996,-4.606382483698074,-9.010875893087102,-inf,-inf
0.167,2,4,0.2052130699157714,0.0946632195284566,0.0212681426643987,0.011303848218066,0.0073958812413423,0.0017438617709002,-0.0004998588551844,-0.0028481472521694,-0.003974775998266,-0.0062732734171371,-0.0066225941812814,-0.0077667603120226,-0.0079121212596883,-0.0092202949979498,-0.0097802994089941,-0.0133295630130305,-0.0135377619667681,-0.0379074184786784,-0.06898877581771,-0.0864614893427406,-0.1048782936924876,-0.1367076892593194,-0.2286130852797534,-0.2907331578727823,-0.3522909266346991,-0.4310908474110488,-0.5909316360801559,-0.9118193310011412,-1.8421704558311245,-4.331116674384175,-8.671598481621086,-15.919948000877858,-inf
0.168,2,4,0.202120304107666,0.0817619588008835,0.0147982431446267,0.0039139508365776,0.0035957173892372,-0.0017754497453934,-0.003122104806442,-0.0049822869197708,-0.0068159522922933,-0.0071522075779332,-0.0084614556343714,-0.0085687146273804,-0.0102297776345351,-0.010763687445515,-0.0111226184935093,-0.0150457644737057,-0.0158119988190141,-0.0384300589116313,-0.0809456339901461,-0.0937498867451894,-0.1162672304210231,-0.1445680466293982,-0.2537685764316896,-0.3394709463752448,-0.4053177482115183,-0.5199704311647299,-0.7819222993753101,-1.2456105487747613,-2.480452576983704,-4.62797664640918,-9.36204826257625,-16.326395010544413,-inf
0.169,2,4,0.2655882835388183,0.099518931580666,0.0195796610192392,0.0086965309441428,0.0081964054546588,0.0041920856402814,0.0018078428176377,-0.0029618284539764,-0.0042426976046354,-0.0070285268783411,-0.0070909873069473,-0.008244732091722,-0.0100305394444963,-0.0108490639173654,-0.0123693367462801,-0.0151759141070356,-0.0151884217440937,-0.0349373144177211,-0.0652644757540218,-0.0821095470471411,-0.0976155008141868,-0.1249060944455646,-0.241033386951482,-0.3120869692427507,-0.3779235214654564,-0.4627736820980409,-0.6671545004946886,-1.0971618588580927,-2.12783350025339,-4.737346117770243,-9.254302026329482,-inf,-inf
0.17,2,4,0.2024533748626709,0.0893000340265303,0.0168336469828463,0.0079062988131104,0.0067534949266422,0.0006609731450138,-0.0022388485185549,-0.0048243770811025,-0.0052171815165276,-0.0062642823243542,-0.0069472289840327,-0.0070631853793723,-0.0093538336610308,-0.0102585019636173,-0.0112563466220866,-0.0151946779241237,-0.0158765150017726,-0.0358905880347091,-0.0700186456365746,-0.0868732209673295,-0.1098747743152527,-0.1407936632880621,-0.220778485122024,-0.2829081418687005,-0.3418300609628658,-0.4358711819578884,-0.5840638704461499,-0.9556602621321238,-2.0347654257482333,-4.223435416679585,-8.800740062484197,-16.137170484245427,-inf
0.171,2,4,0.2030634880065918,0.0998955314253018,0.0219633098019696,0.0119121301132188,0.0071485447862305,0.0020473550633491,-0.0012274590903524,-0.0038738989591013,-0.004530493978754,-0.0064977994279403,-0.006582172385894,-0.0078503621957231,-0.0083873897096654,-0.0094168237162288,-0.0119655354593397,-0.0130684040842854,-0.0140939590921006,-0.0348227228679318,-0.0643374675414474,-0.0870224750770756,-0.1034522733694934,-0.127259439496163,-0.2363847968396228,-0.3025577018663562,-0.3779700158833405,-0.4765385315500908,-0.6817174437639468,-1.148271269798714,-2.250625349512111,-4.634369459475089,-9.186070886416491,-16.747086574691004,-inf
0.172,2,4,0.2625496387481689,0.0839297379645142,0.015650266606235,0.0044779591730485,0.004351213506327,-5.634856831410694e-05,-0.0010774850222333,-0.005274961129547,-0.0054267538300256,-0.0071593388658189,-0.0079188615477132,-0.0082500896319504,-0.0107457750093225,-0.0108416761858733,-0.0119075174893312,-0.0149228386826757,-0.0164523266867613,-0.0370327113708247,-0.0723537230222546,-0.0962731895993089,-0.1138044253125836,-0.147544018167924,-0.2260894566271996,-0.2984048698672159,-0.3527227133740211,-0.4277368893651847,-0.5673313312014692,-0.8691060376347631,-1.9272391821753876,-4.405753604034106,-9.01035923139719,-inf,-inf
0.173,2,4,0.2024710178375244,0.0639294750804251,0.0105637438835609,-0.0020386285704175,-0.0032828486356431,-0.0043725377458153,-0.0052207311609416,-0.0064588951912987,-0.0081912519852313,-0.008327059507838,-0.0088864794069158,-0.009620040490704,-0.0105116606107543,-0.0115868156477697,-0.0138444895172896,-0.0175698916838641,-0.0195863302670415,-0.0352022794708861,-0.0822775906205022,-0.1014004653157865,-0.1282911510826948,-0.1679980685855371,-0.2850870735046794,-0.3709252201885709,-0.4425192965286876,-0.5299729875665518,-0.6942705175415967,-1.1726878241249177,-2.588935179206634,-5.409228934609812,-9.951494268444565,-16.91071365254111,-inf
0.174,2,4,0.2595949172973633,0.093553269925662,0.0219750974253424,0.0096097782420244,0.0049499642733539,-0.0001005806597955,-0.0006928015421138,-0.0054223331007146,-0.0054478822037833,-0.0063047104873016,-0.0073935351362354,-0.0077222493914754,-0.0101496658411385,-0.0109882801190141,-0.0111347026375154,-0.0133745768872327,-0.0184610774302235,-0.0385378451140371,-0.0709451510946658,-0.0853192454198592,-0.1031469404985731,-0.1358846161049439,-0.2423440139119775,-0.3266001422644465,-0.3854184348018202,-0.49115605712174,-0.7341547226310081,-1.1017722580463494,-2.3013275559455804,-4.8494117543715305,-9.446345127232872,-inf,-inf
0.175,2,4,0.2020587921142578,0.0991065867559841,0.0246412710896721,0.0106082782047511,0.0069056445971443,0.0012887623425848,0.0011970141440119,-0.0022757235900373,-0.0055901315178791,-0.0062490261387112,-0.0071653642418123,-0.0072230336189586,-0.0087841516508909,-0.0103108567006851,-0.0121815840451216,-0.0125320874095029,-0.0150633514246872,-0.037955355629218,-0.0651398961373184,-0.0826689659118404,-0.1063679521282116,-0.1322052852062396,-0.2316292480634369,-0.2891875002236515,-0.3682776745373959,-0.4902623035713508,-0.692931105740459,-1.039731166601637,-2.14463505242258,-4.669884958611743,-9.093301918678296,-17.17136692354602,-inf
0.176,2,4,0.2373905181884765,0.0769962386121314,0.0134035949382804,0.0029647924700656,0.0004390546763328,-0.0035963385406477,-0.0038751291808022,-0.0060097848324769,-0.0071490777634731,-0.0076297180893009,-0.0083910300250204,-0.0085393519308485,-0.0106591405949501,-0.0112832349528115,-0.0120089846362064,-0.0165859519546097,-0.0170291767508068,-0.0436627884401272,-0.0828564673128343,-0.1005976729605963,-0.1200594146265419,-0.1580373950283151,-0.2740536299592254,-0.3687778941823146,-0.4121661037206056,-0.5299210861685424,-0.7586449136190965,-1.2403052589691026,-2.3856806583533587,-5.029855657507852,-9.611745244431374,-inf,-inf
0.177,2,4,0.2033357620239257,0.0988720821826766,0.022959691781824,0.0130452381709964,0.008084013879448,0.0056288025085167,-0.0009908108718775,-0.0037409199389022,-0.006665817451121,-0.0071414338496937,-0.007353983312075,-0.0083626215243119,-0.0106553638189171,-0.0113861940898027,-0.0117795532325986,-0.0146391838107386,-0.0167936298791114,-0.035342708673575,-0.0594576477829632,-0.0843776016112067,-0.0970849821017111,-0.131583551817528,-0.2210222648501178,-0.2853926676772629,-0.3508604636319221,-0.4359227407633266,-0.570903836560463,-1.038849235912434,-1.9830774762773689,-4.276576585921547,-9.178961325603044,-16.83567007857003,-inf
0.178,2,4,0.2633774280548095,0.0898964389626212,0.0154380373209759,0.0058306568406725,0.0057610254816197,-0.0010696287895773,-0.0023839670563606,-0.0038426128425958,-0.004079285156095,-0.0069718987742452,-0.0075574424530422,-0.0091968090098691,-0.0105289584282125,-0.0105986257548845,-0.011088867258567,-0.0120294575853068,-0.0142696693336045,-0.0427786184829768,-0.0741013742302866,-0.0985952063430587,-0.1124464421436413,-0.1385782115441193,-0.2665983095257097,-0.3260107430972535,-0.3858559768447808,-0.4694262537018348,-0.6418136069984178,-1.1565641060261822,-2.31442526356891,-4.6497890104554935,-9.12352799916326,-inf,-inf
0.179,2,4,0.2006466388702392,0.0742553146698728,0.0139059247352003,0.0031653369181622,0.0022334356087698,-0.001378154116773,-0.0018578597626029,-0.0051100747824154,-0.006313345652779,-0.0084531452287695,-0.0091440377527027,-0.0094246186343626,-0.0095130043569207,-0.0108604725665134,-0.0109849999100959,-0.0150939827221276,-0.0176600492792905,-0.0429590030303891,-0.0766632307003939,-0.0987367864788809,-0.1214490462011917,-0.1606694427144565,-0.2658555021822351,-0.320036269235752,-0.3871690001688715,-0.4640517028409741,-0.6217760249177208,-1.0606172599597257,-2.163550382643981,-4.775310690875608,-9.433205143959944,-16.868060341913782,-inf
0.18,2,4,0.2353858947753906,0.0891729831415864,0.0152270128275645,0.0100376381298107,0.0051738978936796,0.0002861062184095,-0.000415493623206,-0.0044153358147221,-0.0064982084307516,-0.0065216374809933,-0.0067205165121758,-0.0081138236999823,-0.0094867519142138,-0.0095179676372207,-0.0113653874852464,-0.0125258587113814,-0.0142214006234955,-0.0416004131584308,-0.0787785869912344,-0.098239553271291,-0.1184120854237702,-0.145866896620991,-0.2578647721299023,-0.3117433586511324,-0.3907874510988859,-0.4832708503822316,-0.67110533542798,-1.0431073098570938,-2.150321326194576,-4.539100193808498,-9.07019878436891,-inf,-inf
0.181,2,4,0.2034504413604736,0.0917916365507726,0.0181583666236344,0.0080126165315064,0.0074036069819307,0.0009380494743889,-0.0002588034126356,-0.0038064621004436,-0.005707258902366,-0.0067936242823436,-0.0073568869740851,-0.0092367498702877,-0.0104459313797838,-0.0107112958162131,-0.0125000081151364,-0.0156530693104235,-0.0157078917592732,-0.0354010679374587,-0.0730946201688856,-0.0936075346676853,-0.1073207731210129,-0.1435386088214379,-0.2531721313760069,-0.339486908742129,-0.3959727460104533,-0.519046556355602,-0.7642228622670284,-1.234265201346397,-2.4014830411287837,-4.62222170983541,-9.37934765877198,-16.47696245981492,-inf
0.182,2,4,0.2653603553771972,0.091239231406539,0.02263020728021,0.0101930973801055,0.008171542229743,0.000129404774648,5.354886466028345e-05,-0.0036736306596684,-0.0050826550491418,-0.0060293321238995,-0.0071250117269037,-0.0083637504012032,-0.0085421857526752,-0.0093509567202305,-0.0099281816406462,-0.0141583816675548,-0.0157319977768922,-0.0389249691079018,-0.0824997548372475,-0.0975371555187458,-0.1148775821637908,-0.1495973278806346,-0.254799696693995,-0.3191981506555287,-0.3774254459212494,-0.4950840780218892,-0.723608118279634,-1.0445000680328282,-2.191123005181692,-4.461610562236152,-8.880051545200507,-inf,-inf
0.183,2,4,0.2020683288574218,0.0827064006937305,0.0185338098358439,0.0038053785374919,0.0035076529430814,-0.0004607645829271,-0.001306298124187,-0.0050966466921085,-0.0066914163838602,-0.0074416225705426,-0.0078029738134111,-0.0081906957874529,-0.0095578382244952,-0.0097079310094985,-0.0114923799972633,-0.0148702427721266,-0.0182186822929512,-0.0395450574818736,-0.0854055566103667,-0.1123195815898011,-0.1206371390177974,-0.1561334641612279,-0.2732232216133555,-0.329367261221243,-0.3964386109610365,-0.5182271036868711,-0.7189054948820319,-1.239709525771325,-2.391575710564802,-4.773448480224023,-9.486999716301897,-16.40124460548155,-inf
0.184,2,4,0.265604019165039,0.0710000589537811,0.0113880390210691,0.0027373491983915,0.0003440085674558,-0.0032441116671337,-0.003554778068367,-0.0051865764973819,-0.005888473349325,-0.0074866926179787,-0.007575513425422,-0.0093036518067717,-0.0101985325428101,-0.0102141858295031,-0.0112862592051422,-0.0133202564847172,-0.0141628332967966,-0.0406082304440581,-0.0860096650008972,-0.1104246086243592,-0.1343160899526042,-0.1690448453501798,-0.2736374610596317,-0.3472898520505074,-0.4253433697406431,-0.5252910787649197,-0.7373602126189255,-1.2547489703215058,-2.396874315789097,-4.911129933794509,-9.75018667703836,-inf,-inf
0.185,2,4,0.2050611972808838,0.0748622378370333,0.010368299544129,0.0015710242271607,0.0004472949738312,-0.0017587703460543,-0.0035839456632399,-0.0052580993337939,-0.0065306829900093,-0.0071820474910329,-0.0088199627614704,-0.0092757777659347,-0.0100194108090945,-0.0102245015555428,-0.0102437646084512,-0.0142598618510453,-0.0148163920218035,-0.0407686576532028,-0.0836311385420677,-0.10934744975585,-0.1278683739189698,-0.1668161333373488,-0.2752547074816865,-0.338031243282235,-0.4008196231376604,-0.4950395034242147,-0.6662731062133758,-1.017084917191333,-2.2970450215630867,-4.948313679695838,-9.533205755811547,-17.163620402383387,-inf
0.186,2,4,0.2067179679870605,0.0897684838205706,0.0216530838174336,0.0096644877554813,0.0057428270170146,0.0001782762392613,-0.0003702644100945,-0.0046647757237259,-0.0057947794883306,-0.0075476317164488,-0.0076476406287616,-0.0085419430186444,-0.0105000407047133,-0.0112527669704523,-0.0127652819708585,-0.0166534622399333,-0.0166658740707757,-0.0397007948437176,-0.0842048468045901,-0.1058137952365668,-0.1231389834649903,-0.1409773999316235,-0.2748787515609007,-0.3483424214163012,-0.4274221759002284,-0.5483788307342232,-0.8539928742334849,-1.3962226141973535,-2.3932120499296623,-4.895681263164519,-9.382282020873888,-15.97244277140354,-inf
0.187,2,4,0.2589578628540039,0.0787018172904093,0.0108170370889697,0.0034688652971184,-0.0003191215923342,-0.0039746688083553,-0.0043962822065009,-0.0052443333385066,-0.0076737820081837,-0.007987469260206,-0.0081696822332137,-0.0090910921807659,-0.0102045354230614,-0.0105920393532912,-0.0119330175503536,-0.0127326654256375,-0.0149852869816861,-0.0408247568363117,-0.0884152263022874,-0.1045340815432604,-0.1218801226419165,-0.1617521670056975,-0.2765669912286179,-0.3295136741372269,-0.3764202973592133,-0.4921178396988167,-0.6744986715369473,-1.114960907134389,-2.1154335003179896,-4.834910537546425,-9.412573058000156,-inf,-inf
0.188,2,4,0.2022449970245361,0.0985262684736985,0.0173671523443211,0.0089554741149987,0.0077888450096001,0.0006150079847933,-0.0005921292897272,-0.0023445007950403,-0.0054730065364576,-0.0067658719321611,-0.0071402304029013,-0.0076746759408152,-0.0086826645507198,-0.0097109003672141,-0.0115470816370607,-0.015260673330098,-0.0180244216814097,-0.0327097806182275,-0.085263982427103,-0.094273773460252,-0.1079570385959812,-0.1393432764099095,-0.2495295053987722,-0.3228695739383258,-0.4062628561046148,-0.5033179874586637,-0.7603330192576397,-1.176175368785683,-2.324959740568108,-4.78808517932918,-9.644089630679982,-17.321226753175395,-inf
0.189,2,4,0.2017843723297119,0.0888607625275139,0.0186820471495435,0.0098036089633867,0.0042380961360305,0.0015834151240199,-0.0006300380978525,-0.0035223270140427,-0.0065455419813751,-0.0070410955533092,-0.0076865774727229,-0.0077966418357577,-0.0102127974899001,-0.0103574560677393,-0.0105057638924343,-0.0135120772348161,-0.0142569696121808,-0.0367441162190019,-0.0773699445435812,-0.1008885562270515,-0.1183996462255639,-0.1476813733274376,-0.2440860290903768,-0.3222720612693093,-0.3871769437616333,-0.4989364127601348,-0.7144455557997398,-1.141298035531567,-2.169775274760453,-4.728702657898138,-9.10363594372405,-16.732572707150698,-inf
0.19,2,4,0.2632231712341308,0.0731131157776066,0.0166952708070563,0.0060411130918866,0.0024465238217964,-0.0014195663292491,-0.0031699820833266,-0.0059115964481194,-0.0074934017508304,-0.0076540430689338,-0.0078229458558162,-0.0088233741083241,-0.0099528581021817,-0.0100335911917398,-0.0109415959370736,-0.0142168024743069,-0.0160108439198109,-0.0436330057567241,-0.0955179888308804,-0.110638555228444,-0.1346540054614032,-0.1666546338438621,-0.2780039779808531,-0.3587306604690169,-0.414843894187085,-0.5267386116645989,-0.74100237513508,-1.1757976299258124,-2.329357798620768,-4.737243516074376,-9.680681399457,-inf,-inf
0.191,2,4,0.2078974246978759,0.0951714680531947,0.0145208949104626,0.0103832362938073,0.0090194553366455,0.0013595835133082,5.6172346728566096e-05,-0.0023088437630534,-0.0026124022785427,-0.0059494321202501,-0.0072032333326172,-0.0074947108935971,-0.0095859937017408,-0.0101470879713753,-0.0104367452927218,-0.0134608261244289,-0.0157263398118182,-0.03825524765302,-0.0759807693045934,-0.0981937877109357,-0.1135715461166726,-0.1498865176054037,-0.2567559252495498,-0.323622672053306,-0.3859822971881692,-0.4969512830928277,-0.6600945029341592,-1.0895710829154834,-2.3059784940597643,-4.75644228487376,-9.4308034333925,-17.476997923830695,-inf
0.192,2,4,0.2572541236877441,0.0670428266648461,0.0099656980374977,0.0010128946297472,-0.0008444978248471,-0.0034078910396156,-0.0040642175598356,-0.0054552494169987,-0.0071798671380644,-0.0083504426993455,-0.0084809695481938,-0.0090799973078465,-0.0093062912349011,-0.0098733625589358,-0.011130398579294,-0.0142178485457917,-0.0142431995006321,-0.04627729761303,-0.0837263741956106,-0.1154826648371368,-0.1482765934085148,-0.183307065160002,-0.2859160507712499,-0.3522876935096249,-0.432052406330739,-0.5516118193245723,-0.769365578298288,-1.127301528351501,-2.5758504065352024,-5.170480154514276,-10.028909302325932,-inf,-inf
0.193,2,4,0.2627272605895996,0.085528447832493,0.0197161188248098,0.0050591363236786,0.0027495935306492,-0.0010788207833395,-0.0014400979965294,-0.0041601335655196,-0.0068111335057094,-0.0075084164339739,-0.0081749710062138,-0.0094950367927466,-0.0100087170960971,-0.0109786513750589,-0.0112384538236665,-0.01339919577391,-0.0160037574205896,-0.0405628862647736,-0.0760928772601716,-0.0996647542560529,-0.1239372910361615,-0.1537842993496559,-0.2472292798958759,-0.3198748904083535,-0.393054321012711,-0.4772433678770309,-0.7123391038120467,-1.1147297271879997,-2.1058421566817875,-4.571920336742773,-9.44790369479948,-inf,-inf
0.194,2,4,0.1994397640228271,0.0835217263135752,0.0239019118352118,0.0082288940084243,0.0028719388897173,0.0024930672362747,-0.0008830685642974,-0.0034549336576183,-0.0054905352663937,-0.0069537107868909,-0.0071814501655506,-0.0094333784242178,-0.0095124650589362,-0.0096714220120128,-0.01110379848,-0.0133075408345176,-0.0155196407152065,-0.041297610269629,-0.0906374637455349,-0.1135201835905313,-0.1303170807561168,-0.1705649569688153,-0.2641682556525517,-0.3215923864708736,-0.3862480176625494,-0.5140332142595632,-0.7380430126016131,-1.2436029626144445,-2.5731989358293945,-5.00659430084088,-9.279679740715398,-15.79017134663114,-inf
0.195,2,4,0.2618134021759033,0.0811766643340407,0.0130343409710477,0.0027882189050086,0.0018881656526456,-0.0030620327251068,-0.0036777885828242,-0.0061859350001067,-0.0069021865304129,-0.0072116331654114,-0.0082139417878904,-0.0090307657155366,-0.0099980574599456,-0.0105225332618593,-0.0113498055976885,-0.0133258400930871,-0.0161711626658707,-0.0441340725477777,-0.0962596823981467,-0.1145938005754875,-0.1259587033892718,-0.1671635390766661,-0.2752059749710527,-0.3445026200078701,-0.4230857841676793,-0.5520016587243718,-0.7396094821795831,-1.273365213960229,-2.3071432826496774,-5.009525358658689,-9.5016432375241,-16.772095271058305,-inf
0.196,2,4,0.1968345642089843,0.0839901866132057,0.0210237133217131,0.0055470545987072,0.0032592703211286,-0.0005432627860306,-0.0005800466400388,-0.0037750113604158,-0.0055432066999803,-0.0056566985474951,-0.0080396636906803,-0.0086462729040248,-0.0088588391719106,-0.009598892506932,-0.009894408033755,-0.0134487323021228,-0.0143707532521433,-0.0422820667022438,-0.0917708177212203,-0.1066142763928105,-0.1322824192094772,-0.1603828590784324,-0.2696433395172204,-0.3184321218200239,-0.3827890070537402,-0.5216383712361081,-0.6510168379002239,-1.1539423506358069,-2.192981690748464,-4.857183660339911,-9.640573931776478,-16.461427130561173,-inf
0.197,2,4,0.2655682563781738,0.0926865839685909,0.0226686926836473,0.0085365480330982,0.0072554316388268,0.0018361417640889,-0.0010007843734426,-0.0026701185810566,-0.0057142343961551,-0.0062303651266979,-0.0075478818208878,-0.008847413703381,-0.0089460539881686,-0.0101360216288153,-0.0109600929809377,-0.0127675357897557,-0.0147539856205849,-0.0408250934262224,-0.086023066687985,-0.1108010846224778,-0.124384795778298,-0.1599007151513962,-0.2607850261972846,-0.3445574127622663,-0.4200991865752347,-0.5171219684300119,-0.6513457544302954,-1.0896664610902524,-2.3392615533652146,-4.93972969307304,-9.487264244109111,-inf,-inf
0.198,2,4,0.2601959705352783,0.0785427414329359,0.0120526585880902,0.001072420396187,-0.0007341844551072,-0.0018402531960764,-0.003141576395885,-0.0055770743532022,-0.0064850517315828,-0.007109237440178,-0.0074891972387106,-0.0080443867339241,-0.0095092596654992,-0.0103523979212059,-0.0109739117720639,-0.0138033318236331,-0.0155262778571766,-0.0424145637259293,-0.0933519251327063,-0.112892060553817,-0.1297891725923153,-0.1626059548525321,-0.2715932845401259,-0.3327083283247677,-0.4030243905841801,-0.5053103325430894,-0.6615623516235413,-1.083695356924539,-2.10445391665948,-4.782458358743127,-9.53777284635818,-inf,-inf
0.199,2,4,0.2662456035614013,0.0653572207484912,0.0028302940155225,-0.0008047472228917,-0.0014541682962093,-0.0030214590670574,-0.0030522458535799,-0.0054587121646071,-0.0078052296281206,-0.0081292806287036,-0.0083616997091948,-0.0092056005938352,-0.0100638311261953,-0.010604911455707,-0.0112319037951059,-0.0142048225769809,-0.0143371480102318,-0.0366756734431578,-0.1081553103908813,-0.1202295458575148,-0.1477746501761746,-0.1812452923675873,-0.2875945269010461,-0.3621932227654293,-0.4183503078012485,-0.5185302965109282,-0.7878245967289306,-1.244329212448826,-2.2566019262378374,-5.30532262069029,-10.4533501222258,-inf,-inf
0.2,2,4,0.1983628273010254,0.0676057898156406,0.0063098629887097,-0.0015798509796671,-0.0019009713354308,-0.0036190478299676,-0.0039067870301949,-0.0056415841736771,-0.0079204795637193,-0.0080392822092168,-0.0085250141373429,-0.0091332201857508,-0.0108914993033538,-0.0109641386111598,-0.0111954314069798,-0.0141493597993978,-0.0155690179307925,-0.044025434033406,-0.0990154185264941,-0.1326820953447707,-0.14240149512608,-0.1819105137317952,-0.2951332562796568,-0.3509313234045791,-0.4306746989849228,-0.5672644658892464,-0.7276425421952849,-1.2901942195237588,-2.5544475829901607,-5.291980676001911,-10.164443267333612,-17.096750530048066,-inf
0.201,2,4,0.1988313198089599,0.0807592445435208,0.0146026208691688,0.0030328588789996,0.0028881565048859,-0.00217235325578,-0.0026610717483746,-0.0045089516024049,-0.0060254412623948,-0.0064235310341755,-0.0074184293559996,-0.0087011999459601,-0.0090140462823289,-0.0101980917007649,-0.0112387111918504,-0.0147050948141031,-0.0168456398146305,-0.0455186431378953,-0.0887636550456704,-0.1099883278848074,-0.1251734933642564,-0.1652656405737221,-0.2790824011651349,-0.3291784954176305,-0.3887162143669393,-0.4978680401328496,-0.7060091441988295,-1.1754104645055885,-2.1896636629262223,-4.856308967905573,-9.33415631201462,-16.850786976725775,-inf
0.202,2,4,0.2616903781890869,0.0931296726895352,0.023509353721116,0.0094271269733915,0.0076608447727252,0.0030621995669481,-0.0004550183285438,-0.0040520281775499,-0.005960098905811,-0.0068701910502992,-0.0080346512264225,-0.0085503562358478,-0.0097138114504073,-0.0107617798581947,-0.0113275843557961,-0.0131569171660035,-0.0135281818860433,-0.0388092102885044,-0.0834198369350713,-0.1000153978019041,-0.1228484560451972,-0.1564492921643297,-0.2483156854994602,-0.3014067919124419,-0.3750536081249046,-0.4915720277865549,-0.7004168960503828,-1.023149446607773,-2.118263424643098,-4.805773801137094,-9.34070394966968,-inf,-inf
0.203,2,4,0.2643260955810547,0.0682251679059621,0.0149135876401478,0.0051200703933578,0.0009110027910465,-0.0002386068781241,-0.0026254761359814,-0.0043137295515845,-0.00589933467801,-0.0074726531451885,-0.0075367203692852,-0.0079188106737154,-0.0085108597578464,-0.009966332094731,-0.0115187916340634,-0.0147495033226541,-0.0156862730729617,-0.0402036533216079,-0.1097305466937625,-0.1262992213428057,-0.1498669573228737,-0.1831719428418876,-0.3008574392398191,-0.3615511501860002,-0.430550398096903,-0.5610891960883049,-0.83820809378022,-1.2606387306890463,-2.632720086372591,-5.582247801721303,-10.021233937784158,-17.10537723539334,-inf
0.204,2,4,0.2621176242828369,0.0826076507588727,0.0128769474070748,0.0053893477075717,0.0030628570488513,-0.0007240583707567,-0.0026197105724635,-0.0051596174965704,-0.0055982882327957,-0.0058583603257366,-0.0072658236671858,-0.0089020162117585,-0.0092769823511931,-0.0104611353468721,-0.0104923903354476,-0.0141323232821893,-0.0148976257500936,-0.0454927155098297,-0.0931147353646048,-0.1125611399074619,-0.1348832850721749,-0.170288423170185,-0.2968716428265668,-0.3504201859823505,-0.4351228961652914,-0.5123403402306648,-0.7739311073593831,-1.0883365027084186,-2.166848462384229,-4.632670511103591,-9.372473225931094,-16.890379010005002,-inf
0.205,2,4,0.2002303600311279,0.092993709871735,0.0227906376098791,0.0133729771209085,0.009858667080831,0.0007645708108404,0.0002782581413752,-0.0037567955970182,-0.0064038165456531,-0.0066769844828998,-0.006838279413874,-0.0078200319817736,-0.00833298563176,-0.0089512002001316,-0.0100707775841727,-0.0125177107329877,-0.0147171032888108,-0.0377114801736096,-0.0872806934770512,-0.1091421589875712,-0.1244413655340017,-0.1667825219784903,-0.256889904118036,-0.3201125829026732,-0.3957779769289596,-0.4752768438753978,-0.6653154760528237,-1.1829104055833342,-2.1848894676834187,-4.81855275239997,-9.79779001771576,-17.60313600728484,-inf
0.206,2,4,0.264888048171997,0.0817440011705243,0.0164082998949861,0.006596972574766,0.0048338763961223,-0.0008509078329338,-0.0034482599236712,-0.0047321406824207,-0.0053191501689428,-0.0064188026638074,-0.0069286537680481,-0.0074302123345357,-0.00904518058226,-0.0097899552156177,-0.0104297065870684,-0.0134268245991784,-0.0140953698998632,-0.0417176023321904,-0.0910638043108395,-0.1112820774248833,-0.1308765197942721,-0.1721554280763386,-0.2694606802417941,-0.3237950512438833,-0.3804837945412911,-0.4925829941793501,-0.6441963130152185,-1.0605828251191531,-2.07665729487165,-4.582176099623107,-9.61720837581642,-inf,-inf
0.207,2,4,0.1977579593658447,0.0856536277723609,0.0183655812213401,0.0094886018585449,0.0054996461206807,0.0002832973987308,-0.000927953392961,-0.004614634662828,-0.0063325879011094,-0.0064714609546919,-0.0071871991953547,-0.00806344724753,-0.0094113286032813,-0.0107362591611627,-0.0113235221758222,-0.0139382759082836,-0.0148782375555199,-0.04367025827725,-0.0943457016845363,-0.1234961506207981,-0.1391417858491986,-0.1752427781212439,-0.2791856312742875,-0.3402835290497285,-0.442335277356801,-0.5339474126650513,-0.7325789203814715,-1.271915928873414,-2.498135549787964,-5.056773779851607,-9.430452763665029,-16.39976359733216,-inf
