g_value,n,lambda_1,current_zeta_value,runtime
0.028,2,0.0523773341638014,8,0.8120496273040771
0.0282,2,0.0536272804333658,8,0.8272445201873779
0.0284,2,0.0535168739598684,8,0.7934868335723877
0.0286,2,0.0503687327905532,8,0.8154618740081787
0.0288,2,0.0532663242046053,8,0.7861225605010986
0.029,2,0.0506149537621839,8,0.7898187637329102
0.0292,2,0.0532111107386864,8,0.7886087894439697
0.0294,2,0.0522141264812964,8,0.7845702171325684
0.0296,2,0.0558770924934375,8,0.7932817935943604
0.0298,2,0.0537811791425137,8,0.8123645782470703
0.03,2,0.0485390584037507,8,0.7880527973175049
0.0302,2,0.0516536695090584,8,0.781193733215332
0.0304,2,0.0502807304675906,8,1.1828279495239258
0.0306,2,0.0519535953752611,8,0.7889108657836914
0.0308,2,0.0546150462655925,8,0.7888236045837402
0.031,2,0.0505202238518761,8,0.8233859539031982
0.0312,2,0.052253695639631,8,0.7929401397705078
0.0314,2,0.0528631887309366,8,0.7877817153930664
0.0316,2,0.0481090812552811,8,0.811530590057373
0.0318,2,0.0536995624613264,8,0.7850806713104248
0.032,2,0.0498665539290524,8,0.791940450668335
0.0322,2,0.0511450679951882,8,0.7895903587341309
0.0324,2,0.0542615585769468,8,0.7861971855163574
0.0326,2,0.0490697757652597,8,0.8205876350402832
0.0328,2,0.0535318745458921,8,0.8161756992340088
0.033,2,0.0524665219252959,8,0.8165013790130615
0.0332,2,0.0509290520268638,8,0.7851748466491699
0.0334,2,0.0567427177627145,8,0.7856507301330566
0.0336,2,0.0526814581059998,8,0.7810158729553223
0.0338,2,0.0510009146526168,8,0.78165602684021
0.034,2,0.0470528255891908,8,0.8248879909515381
0.0342,2,0.0547889187681173,8,0.8119878768920898
0.0344,2,0.0482444783198575,8,0.7967519760131836
0.0346,2,0.0513390952305966,8,0.8099486827850342
0.0348,2,0.0496157894882266,8,0.7928361892700195
0.035,2,0.048854133291534,8,0.8183081150054932
0.0352,2,0.0505811651830241,8,0.7894463539123535
0.0354,2,0.0517381021955672,8,0.790142297744751
0.0356,2,0.0498417385193802,8,0.7847368717193604
0.0358,2,0.0523996650866396,8,0.7985823154449463
0.036,2,0.0505678434100921,8,0.7811095714569092
0.0362,2,0.0519336287272076,8,0.7850399017333984
0.0364,2,0.0525680310885864,8,0.8035564422607422
0.0366,2,0.0463974867697178,8,0.7852590084075928
0.0368,2,0.0520930710663572,8,0.7874469757080078
0.037,2,0.0534491889076492,8,0.7856853008270264
0.0372,2,0.0542573431681763,8,0.819164514541626
0.0374,2,0.0521294314802108,8,0.7875900268554688
0.0376,2,0.0525452453924084,8,0.8189539909362793
0.0378,2,0.0515998891649581,8,0.7810897827148438
0.038,2,0.0499876399280797,8,0.826591968536377
0.0382,2,0.0495573075346799,8,0.7921574115753174
0.0384,2,0.0538467743613434,8,0.7972607612609863
0.0386,2,0.0500132897275823,8,0.789703369140625
0.0388,2,0.0494564057983256,8,0.8081619739532471
0.039,2,0.053823501525117,8,0.7861337661743164
0.0392,2,0.0519592687021131,8,0.80605149269104
0.0394,2,0.054164939645341,8,0.7903566360473633
0.0396,2,0.0549776180663671,8,0.7839117050170898
0.0398,2,0.0537930705378447,8,0.7841341495513916
0.04,2,0.0503734153559478,8,0.7817587852478027
0.0402,2,0.0511377878054694,8,0.7798476219177246
0.0404,2,0.0550150146281473,8,0.7958235740661621
0.0406,2,0.0492211933730736,8,0.818777322769165
0.0408,2,0.0492001655335941,8,0.7888779640197754
0.041,2,0.04935959848093,8,0.7790477275848389
0.0412,2,0.0522476536056578,8,0.8238043785095215
0.0414,2,0.0512653709838435,8,0.813626766204834
0.0416,2,0.0524227242776784,8,0.8286051750183105
0.0418,2,0.0489150541973742,8,0.8026268482208252
0.042,2,0.0537576195624715,8,0.7789063453674316
0.0422,2,0.0550797176304448,8,0.7999958992004395
0.0424,2,0.0517278216907348,8,0.7898063659667969
0.0426,2,0.0499614906206689,8,0.7819921970367432
0.0428,2,0.0500794428975882,8,0.7899754047393799
0.043,2,0.0525095203187601,8,0.7845964431762695
0.0432,2,0.0503925613973655,8,0.7952613830566406
0.0434,2,0.0544649606965964,8,0.8235392570495605
0.0436,2,0.0526009251532276,8,0.8256833553314209
0.0438,2,0.0521175077545462,8,0.8302972316741943
0.044,2,0.0502731617020743,8,0.8303878307342529
0.0442,2,0.0518841018338663,8,0.7843461036682129
0.0444,2,0.0510188112178685,8,0.821314811706543
0.0446,2,0.0530701524861816,8,0.7802104949951172
0.0448,2,0.0507778092453529,8,0.7895796298980713
0.045,2,0.0521636054713545,8,0.7850465774536133
0.0452,2,0.056129432548593,8,0.7831406593322754
0.0454,2,0.0562031579715463,8,0.7916440963745117
0.0456,2,0.0528092389283432,8,0.7851393222808838
0.0458,2,0.0552669924862315,8,0.7896003723144531
0.046,2,0.0545037306106573,8,0.8449392318725586
0.0462,2,0.0522805714735575,8,0.7932252883911133
0.0464,2,0.058581488022264,8,0.7842855453491211
0.0466,2,0.0518889055931167,8,0.7811310291290283
0.0468,2,0.0530305094846007,8,0.7863490581512451
0.047,2,0.0555305960423698,8,0.7906813621520996
0.0472,2,0.0555660041822546,8,0.7868616580963135
0.0474,2,0.0523995827488672,8,0.7854392528533936
0.0476,2,0.0523123704296655,8,0.8280622959136963
0.0478,2,0.0518902508540359,8,0.7893378734588623
0.048,2,0.0571454973773408,8,0.7841930389404297
0.0482,2,0.0551148902047899,8,0.7884199619293213
0.0484,2,0.055767165914345,8,0.8109290599822998
0.0486,2,0.0529504431013203,8,0.8192379474639893
0.0488,2,0.0530600196288398,8,0.7897863388061523
0.049,2,0.0517699284746728,8,0.7879068851470947
0.0492,2,0.0539466833545432,8,0.7929258346557617
0.0494,2,0.0551378718900588,8,0.7963788509368896
0.0496,2,0.051745231679226,8,0.8005337715148926
0.0498,2,0.050180508162834,8,0.7798831462860107
0.05,2,0.0571738813939274,8,0.7892410755157471
0.0502,2,0.0581078678104533,8,0.7891583442687988
0.0504,2,0.0547833451397752,8,0.7889237403869629
0.0506,2,0.0530337608961107,8,0.788299560546875
0.0508,2,0.0579936266706064,8,0.7870721817016602
0.051,2,0.0554013524513952,8,0.7913761138916016
0.0512,2,0.055253592007808,8,0.7831354141235352
0.0514,2,0.0556761111751807,8,0.781609058380127
0.0516,2,0.0553322902565247,8,0.7835094928741455
0.0518,2,0.0566274670066909,8,0.792236328125
0.052,2,0.0550902432061884,8,0.7748069763183594
0.0522,2,0.0572636593776608,8,0.7913286685943604
0.0524,2,0.0608546886584518,8,0.7817494869232178
0.0526,2,0.0624526466545181,8,0.7846181392669678
0.0528,2,0.0578786547873192,8,0.7802531719207764
0.053,2,0.0630182815657071,8,0.8237545490264893
0.0532,2,0.060721965080589,8,0.8203954696655273
0.0534,2,0.0607228550392074,8,0.7908728122711182
0.0536,2,0.0603091269914771,8,0.8319869041442871
0.0538,2,0.060714276299178,8,0.7873139381408691
0.054,2,0.0603540166076438,8,0.7864387035369873
0.0542,2,0.0623527177478456,8,0.7875857353210449
0.0544,2,0.0621861712615057,8,0.792651891708374
0.0546,2,0.0623359120287655,8,0.7898869514465332
0.0548,2,0.0612104175566373,8,0.77960205078125
0.055,2,0.0570521045194525,8,0.7901592254638672
0.0552,2,0.0613660767723194,8,0.7932724952697754
0.0554,2,0.065174968967933,8,0.781501054763794
0.0556,2,0.0598507662988952,8,0.7893872261047363
0.0558,2,0.0623507359538306,8,0.78159499168396
0.056,2,0.0609323143717345,8,0.7841796875
0.0562,2,0.0682537854838738,8,0.772799015045166
0.0564,2,0.0619538883480491,8,0.8056368827819824
0.0566,2,0.060639669432398,8,0.810060977935791
0.0568,2,0.0617903658754687,8,0.7845563888549805
0.057,2,0.0633300695567458,8,0.77884840965271
0.0572,2,0.0640812710864169,8,0.7904362678527832
0.0574,2,0.0625434338535761,8,0.787553071975708
0.0576,2,0.0625801259915153,8,0.7865211963653564
0.0578,2,0.0681250271472052,8,0.788790225982666
0.058,2,0.0666572462569729,8,0.7782182693481445
0.0582,2,0.0623272233974173,8,0.786447286605835
0.0584,2,0.0675055888020764,8,0.7979788780212402
0.0586,2,0.0677131231514797,8,0.7894923686981201
0.0588,2,0.0663215446987994,8,0.78670334815979
0.059,2,0.0666313837799461,8,0.7901301383972168
0.0592,2,0.070373614935792,8,0.7831733226776123
0.0594,2,0.0631710588785428,8,0.7888126373291016
0.0596,2,0.0672508895687492,8,0.7914218902587891
0.0598,2,0.0662707805374972,8,0.7891743183135986
0.06,2,0.0644085009544244,8,0.7836184501647949
0.0602,2,0.0646351541519054,8,0.7876133918762207
0.0604,2,0.0661895871901766,8,0.7901842594146729
0.0606,2,0.0641339452766303,8,0.786095380783081
0.0608,2,0.0689990100254551,8,0.8192076683044434
0.061,2,0.0676614304317792,8,0.7859752178192139
0.0612,2,0.0681451497816447,8,0.8067119121551514
0.0614,2,0.0652120844461568,8,0.7877645492553711
0.0616,2,0.0692094955490625,8,0.7969350814819336
0.0618,2,0.0677394334156442,8,0.7969045639038086
0.062,2,0.0637747769905714,8,0.7916455268859863
0.0622,2,0.0707089506739689,8,0.791689395904541
0.0624,2,0.0664563382566705,8,0.8245112895965576
0.0626,2,0.0674998363169532,8,0.7914576530456543
0.0628,2,0.0677943019749711,8,0.7884860038757324
0.063,2,0.0660922150851009,8,0.7864706516265869
0.0632,2,0.0694666072877577,8,0.7813193798065186
0.0634,2,0.0674280612932306,8,0.7825663089752197
0.0636,2,0.0650116043644812,8,0.7846951484680176
0.0638,2,0.0660176164205719,8,0.7817230224609375
0.064,2,0.0725090690452804,8,0.7868285179138184
0.0642,2,0.0705620373189322,8,0.7804479598999023
0.0644,2,0.0714100212978336,8,0.7836143970489502
0.0646,2,0.0693741717650063,8,0.7890200614929199
0.0648,2,0.0682013643995221,8,0.7983071804046631
0.065,2,0.0708166519127997,8,0.7893943786621094
0.0652,2,0.0692205688421107,8,0.7873938083648682
0.0654,2,0.0693606587098337,8,0.7805953025817871
0.0656,2,0.0713801159614548,8,0.8211956024169922
0.0658,2,0.0712645984641488,8,0.7882728576660156
0.066,2,0.0693408465809674,8,0.8056414127349854
0.0662,2,0.0661182823899563,8,0.7884097099304199
0.0664,2,0.0694868575031272,8,0.7743401527404785
0.0666,2,0.0697440585093875,8,0.7894141674041748
0.0668,2,0.0745809697895751,8,0.8043844699859619
0.067,2,0.0684337528848034,8,0.7902395725250244
0.0672,2,0.0714114097631547,8,0.7895450592041016
0.0674,2,0.0696497037379601,8,0.7887821197509766
0.0676,2,0.0683408063629069,8,0.7842378616333008
0.0678,2,0.0685435669137904,8,0.7950742244720459
0.068,2,0.0733297129780105,8,0.7948570251464844
0.0682,2,0.075102505054617,8,0.7816612720489502
0.0684,2,0.0697436372039198,8,0.7860963344573975
0.0686,2,0.0735061949932273,8,0.7909088134765625
0.0688,2,0.074814998686038,8,0.7949783802032471
0.069,2,0.0704015475623383,8,0.7874691486358643
0.0692,2,0.0715238305385254,8,0.8100173473358154
0.0694,2,0.0771940332267885,8,0.7830493450164795
0.0696,2,0.0733660342994681,8,0.8154103755950928
0.0698,2,0.0710541889152541,8,0.7820322513580322
0.07,2,0.0727473276920773,8,0.8088221549987793
0.0702,2,0.0741650502687068,8,0.7900326251983643
0.0704,2,0.0712014299351503,8,0.7826852798461914
0.0706,2,0.0722216648847151,8,0.8045539855957031
0.0708,2,0.0698312710855815,8,0.7819907665252686
0.071,2,0.0779247237117647,8,0.7978157997131348
0.0712,2,0.0745960017919958,8,0.7896859645843506
0.0714,2,0.0756397370338577,8,0.778372049331665
0.0716,2,0.0698626495171827,8,0.7841758728027344
0.0718,2,0.081419400338337,8,0.792208194732666
0.072,2,0.0757437490959891,8,0.7852456569671631
0.0722,2,0.0800604601156491,8,0.7886686325073242
0.0724,2,0.0857770737009243,8,0.7906711101531982
0.0726,2,0.0829193946167527,8,0.8328289985656738
0.0728,2,0.0758258197851342,8,0.7784278392791748
0.073,2,0.0814900735405313,8,0.7847199440002441
0.0732,2,0.0786003681117893,8,0.7958493232727051
0.0734,2,0.0810124458652385,8,0.7899532318115234
0.0736,2,0.0870737395229085,8,0.7962381839752197
0.0738,2,0.07972889082263,8,0.7864177227020264
0.074,2,0.0802605329471629,8,0.7843120098114014
0.0742,2,0.0843758082824472,8,0.7887444496154785
0.0744,2,0.0771586902561138,8,0.804584264755249
0.0746,2,0.0830919838030479,8,0.8160977363586426
0.0748,2,0.0808907631469191,8,0.7819664478302002
0.075,2,0.0855462536883817,8,0.78765869140625
0.0752,2,0.0862645832528745,8,0.7917096614837646
0.0754,2,0.08357549826458,8,0.7864129543304443
0.0756,2,0.0882590440723016,8,0.8397300243377686
0.0758,2,0.0813521384200952,8,0.850640058517456
0.076,2,0.0859481696416916,8,0.7925794124603271
0.0762,2,0.0829614985843151,8,0.7864975929260254
0.0764,2,0.0850122386744507,8,0.7755305767059326
0.0766,2,0.0831453019594147,8,0.7826333045959473
0.0768,2,0.0862013410530117,8,0.7874429225921631
0.077,2,0.0872627908270912,8,0.8476052284240723
0.0772,2,0.0870383407573583,8,0.7845046520233154
0.0774,2,0.0900214600029421,8,0.7875680923461914
0.0776,2,0.0895429590802938,8,0.7967047691345215
0.0778,2,0.0854696337357435,8,0.8415460586547852
0.078,2,0.0848109800634668,8,0.7817537784576416
0.0782,2,0.0884921188269991,8,0.8412587642669678
0.0784,2,0.0862100334228692,8,0.8103864192962646
0.0786,2,0.08590870338302,8,0.7884130477905273
0.0788,2,0.086994494868026,8,0.837242841720581
0.079,2,0.0880298259575574,8,0.8512163162231445
0.0792,2,0.0910988437139381,8,0.8169336318969727
0.0794,2,0.0917952997849424,8,0.8481550216674805
0.0796,2,0.0918490053549581,8,0.8429663181304932
0.0798,2,0.0859837183983017,8,0.8185811042785645
0.08,2,0.0878358470255307,8,0.8292999267578125
0.0802,2,0.0865277064893777,8,0.7852261066436768
0.0804,2,0.0928578450910674,8,0.7830250263214111
0.0806,2,0.0877224412208945,8,0.8134229183197021
0.0808,2,0.09265860226589,8,0.8417985439300537
0.081,2,0.0897432135888038,8,0.8182094097137451
0.0812,2,0.0905130450689677,8,0.8630208969116211
0.0814,2,0.0920485853783863,8,0.7950966358184814
0.0816,2,0.0916464978194046,8,0.8380730152130127
0.0818,2,0.0908351691697069,8,0.7914915084838867
0.082,2,0.0926417093535644,8,0.7856471538543701
0.0822,2,0.0880056517446058,8,0.7882125377655029
0.0824,2,0.0927750772071912,8,0.8436131477355957
0.0826,2,0.0936191313602544,8,1.359027624130249
0.0828,2,0.0932862108349681,8,1.294294357299805
0.083,2,0.0949527026027423,8,1.2752785682678225
0.0832,2,0.0921408710730366,8,1.260786771774292
0.0834,2,0.0925590567075136,8,1.3069844245910645
0.0836,2,0.0935095508402337,8,1.2758641242980957
0.0838,2,0.0933875449550423,8,1.2606849670410156
0.084,2,0.0951554544986153,8,0.8469407558441162
0.0842,2,0.0897143976792854,8,0.7899034023284912
0.0844,2,0.0966161429973783,8,0.8377232551574707
0.0846,2,0.0956380716643533,8,0.785719633102417
0.0848,2,0.0953866666355107,8,0.7862563133239746
0.085,2,0.0917425905648792,8,0.7901055812835693
0.0852,2,0.0903043221813674,8,0.8074064254760742
0.0854,2,0.0928469614524812,8,0.7864573001861572
0.0856,2,0.0976078509823497,8,0.7874746322631836
0.0858,2,0.0980136143064996,8,0.7986032962799072
0.086,2,0.0944839714642417,8,0.7941563129425049
0.0862,2,0.0965185274217856,8,0.783545970916748
0.0864,2,0.0999265336192518,8,0.7846288681030273
0.0866,2,0.0972406061475891,8,0.7865970134735107
0.0868,2,0.0933728899237322,8,0.782221794128418
0.087,2,0.0925449507899652,8,0.8099455833435059
0.0872,2,0.0989318633959206,8,0.78536057472229
0.0874,2,0.0967183744387463,8,0.7834205627441406
0.0876,2,0.0942879418251104,8,0.7865781784057617
0.0878,2,0.0998982541114905,8,0.7845075130462646
0.088,2,0.0966528090513336,8,0.8127553462982178
0.0882,2,0.099228737421602,8,0.7801816463470459
0.0884,2,0.0938769813096991,8,0.7940597534179688
0.0886,2,0.0968760487845333,8,0.7820751667022705
0.0888,2,0.1005514470525184,8,0.7855000495910645
0.089,2,0.0993611440107377,8,0.7809827327728271
0.0892,2,0.0944056299868695,8,0.7819344997406006
0.0894,2,0.0984451095248903,8,0.8008460998535156
0.0896,2,0.0964258580385327,8,0.7864868640899658
0.0898,2,0.0984931302714574,8,0.8533575534820557
0.09,2,0.0951712054632788,8,0.828437089920044
0.0902,2,0.0966564219051723,8,0.7716097831726074
0.0904,2,0.0969237551078078,8,0.8176229000091553
0.0906,2,0.1003836382584042,8,0.7867543697357178
0.0908,2,0.101728081851593,8,0.7872049808502197
0.091,2,0.0973464672737085,8,0.776827335357666
0.0912,2,0.0961325530270925,8,0.7848269939422607
0.0914,2,0.0977458213458944,8,0.7781820297241211
0.0916,2,0.0971385034848789,8,0.793400764465332
0.0918,2,0.0998235596861676,8,0.7838547229766846
0.092,2,0.1009162789066224,8,0.782649040222168
0.0922,2,0.0978876644027775,8,0.8157143592834473
0.0924,2,0.1043700249015978,8,0.7830641269683838
0.0926,2,0.1002792566624143,8,0.7831261157989502
0.0928,2,0.1040098501283428,8,0.8144650459289551
0.093,2,0.1031267320773685,8,0.7909457683563232
0.0932,2,0.0980732916593577,8,0.7825038433074951
0.0934,2,0.1017423546532582,8,0.783299446105957
0.0936,2,0.1039876571792591,8,0.7942905426025391
0.0938,2,0.1029211036782695,8,0.7815372943878174
0.094,2,0.1030513876798667,8,0.8178715705871582
0.0942,2,0.1055966870727522,8,0.7882347106933594
0.0944,2,0.1020737114937092,8,0.8013970851898193
0.0946,2,0.1023687182560359,8,0.7879822254180908
0.0948,2,0.1023330314313731,8,0.7868814468383789
0.095,2,0.1007039483513559,8,0.7909102439880371
0.0952,2,0.1021909149255639,8,0.7912416458129883
0.0954,2,0.1023188003548022,8,0.8283498287200928
0.0956,2,0.1021718841763627,8,0.7831563949584961
0.0958,2,0.1010051996820932,8,0.782872200012207
0.096,2,0.1027086593452065,8,0.7843010425567627
0.0962,2,0.1038555062634095,8,0.801133394241333
0.0964,2,0.1056285433310718,8,0.7770652770996094
0.0966,2,0.1035494757305468,8,0.7828049659729004
0.0968,2,0.1058671528886822,8,0.8059780597686768
0.097,2,0.1020105555431497,8,0.7839837074279785
0.0972,2,0.103770039761984,8,0.7841324806213379
0.0974,2,0.1031219875206867,8,0.785597562789917
0.0976,2,0.1055022814817411,8,0.7828457355499268
0.0978,2,0.107637583461601,8,0.8067257404327393
0.098,2,0.1027919322979676,8,0.7875158786773682
0.0982,2,0.1035030275605833,8,0.7783870697021484
0.0984,2,0.1022114939970501,8,0.785468339920044
0.0986,2,0.1048508566051758,8,0.7861418724060059
0.0988,2,0.1039724918620947,8,0.7779524326324463
0.099,2,0.1048102150166562,8,0.797147274017334
0.0992,2,0.1043975756717468,8,0.7913014888763428
0.0994,2,0.1036485529132472,8,0.7950530052185059
0.0996,2,0.1033888198499732,8,0.7881472110748291
0.0998,2,0.105542924274861,8,0.784071683883667
0.1,2,0.1063399813264643,8,0.7898805141448975
0.1002,2,0.1071602902019882,8,0.8179314136505127
0.1004,2,0.1029015251268912,8,0.8032932281494141
0.1006,2,0.0997645691763792,8,0.7972631454467773
0.1008,2,0.1046875297709885,8,0.7929415702819824
0.101,2,0.1121301593881171,8,0.7873632907867432
0.1012,2,0.1066095798113239,8,0.785377025604248
0.1014,2,0.1062347511949865,8,0.7952709197998047
0.1016,2,0.1039113719010032,8,0.7951943874359131
0.1018,2,0.1079134260454566,8,0.7838718891143799
0.102,2,0.1051340802867068,8,0.8259363174438477
0.1022,2,0.1054336036238669,8,0.7961392402648926
0.1024,2,0.110588363313932,8,0.7968153953552246
0.1026,2,0.1046942221815797,8,0.8264658451080322
0.1028,2,0.1088471242286016,8,0.7887282371520996
0.103,2,0.1047430421640254,8,0.7829132080078125
0.1032,2,0.1066844916108122,8,0.7856004238128662
0.1034,2,0.1057883653202294,8,0.7767233848571777
0.1036,2,0.1065731809608011,8,0.7778213024139404
0.1038,2,0.1028993308956017,8,0.7951257228851318
0.104,2,0.1047125758849142,8,0.7915163040161133
0.1042,2,0.1043172592824641,8,0.8860092163085938
0.1044,2,0.1056437825031091,8,0.8327300548553467
