g_value,n,current_zeta_value,runtime,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10,lambda_11,lambda_12,lambda_13,lambda_14,lambda_15,lambda_16,lambda_17,lambda_18,lambda_19,lambda_20,lambda_21,lambda_22,lambda_23,lambda_24,lambda_25,lambda_26,lambda_27,lambda_28,lambda_29,lambda_30,lambda_31,lambda_32,lambda_33,lambda_34,lambda_35,lambda_36,lambda_37,lambda_38,lambda_39,lambda_40,lambda_41,lambda_42,lambda_43,lambda_44,lambda_45,lambda_46,lambda_47,lambda_48,lambda_49,lambda_50,lambda_51,lambda_52,lambda_53,lambda_54,lambda_55,lambda_56,lambda_57,lambda_58,lambda_59,lambda_60,lambda_61,lambda_62,lambda_63,lambda_64,lambda_65,lambda_66,lambda_67,lambda_68,lambda_69,lambda_70,lambda_71,lambda_72,lambda_73,lambda_74,lambda_75,lambda_76,lambda_77,lambda_78,lambda_79,lambda_80,lambda_81,lambda_82,lambda_83,lambda_84,lambda_85,lambda_86,lambda_87,lambda_88,lambda_89,lambda_90,lambda_91,lambda_92,lambda_93,lambda_94,lambda_95,lambda_96,lambda_97,lambda_98,lambda_99,lambda_100,lambda_101,lambda_102,lambda_103,lambda_104,lambda_105,lambda_106,lambda_107,lambda_108,lambda_109,lambda_110,lambda_111,lambda_112,lambda_113,lambda_114,lambda_115,lambda_116,lambda_117,lambda_118,lambda_119,lambda_120,lambda_121,lambda_122,lambda_123,lambda_124,lambda_125,lambda_126,lambda_127,lambda_128
0.168,3,4,1.000472068786621,0.1026921621332598,0.0589002047865155,0.0449102931865134,0.0382124722632276,0.0285662583445011,0.0267518480521705,0.0195382336914514,0.0146696251487179,0.0096995995054767,0.0083990984453048,0.0067929130872821,0.0059586592149411,0.0033478305817732,0.0025778991061701,0.0021563357585527,0.0011555726130866,-0.0008286232310801,-0.0014657196681782,-0.0029697839640331,-0.003271283558022,-0.0041002107281932,-0.0041311032016577,-0.0048321464766955,-0.0048488469309808,-0.0049378764628999,-0.0053495969362407,-0.0055434099992334,-0.0057537145595745,-0.0061993423238524,-0.0064203245274327,-0.0066882068711479,-0.0067837599124114,-0.0070188874281459,-0.0070882217571333,-0.0071423140246246,-0.0072126300331751,-0.0073404204045966,-0.0074502607208201,-0.0074661412327996,-0.0082794455997201,-0.0083753981755526,-0.0084252603294951,-0.0085811319667234,-0.008609530898295,-0.0094605698158799,-0.0102503731662273,-0.0103353463228015,-0.0104033680184221,-0.0110570754695048,-0.0112772913059276,-0.0113352764216105,-0.011805705048495,-0.0119760909264814,-0.0120132664510431,-0.0127956798793307,-0.0129525144720347,-0.0131286716354681,-0.013843207704504,-0.0140380567963267,-0.0150134453490567,-0.0150952040430174,-0.0157440084536964,-0.0186533759699801,-0.0196747627675049,-0.0255706135401716,-0.0290875042746173,-0.040056418992316,-0.0410510048006793,-0.0515770073641493,-0.0554333669126596,-0.0624750950283813,-0.066980726740233,-0.071381745145132,-0.0784577757119972,-0.083551265750464,-0.0856288857295854,-0.092518614979851,-0.1005477181176534,-0.1094751189151947,-0.1190637940270201,-0.12546408384559,-0.1413426574985261,-0.152908821298293,-0.162133326106438,-0.1756104036592895,-0.1872228281878084,-0.1992286196433802,-0.2117168005905474,-0.2281281028347321,-0.2352945422116125,-0.2441606876286968,-0.2578831724565283,-0.2627786605672123,-0.276197775179148,-0.2913593512919811,-0.3002927442760693,-0.3164775969687056,-0.326040629384214,-0.3429109566765851,-0.3502305433398781,-0.3708987148123414,-0.3797742977385771,-0.3957148790584846,-0.4149971083109017,-0.4308783235977903,-0.4561728605101707,-0.4746498225759747,-0.4968594268604436,-0.5182359437299209,-0.5396713463340632,-0.5928265075024192,-0.6257375130886701,-0.6711453249326251,-0.7421938861541141,-0.8008817588344934,-0.884973905605079,-0.9926307880930196,-1.1634411692525095,-1.5764394247561029,-2.189809260996796,-3.2377516404737245,-4.761221883680994,-6.33029589374399,-8.833913452167751,-11.412662027299106,-14.356974815575928,-18.06298870147476,-inf
0.169,3,4,1.2546989917755127,0.1031866108260971,0.0597139389646779,0.0453462877967236,0.0350004371986159,0.0272931321961467,0.0248974882530473,0.0148215748472357,0.013750132853903,0.0083564191519801,0.0082356326553653,0.0050659833288531,0.0046623780600271,0.0030607935421129,0.0006732739627544,0.0006629120503968,5.5647409055000414e-05,-0.0006392492040764,-0.0017021394531697,-0.0020962014506091,-0.0023761657912046,-0.0041351918341952,-0.0047006956385651,-0.0047275259480438,-0.0047886124305801,-0.0049949389264368,-0.0051751506601204,-0.0053549424049479,-0.0059142445651443,-0.0063392493145317,-0.0067587464607073,-0.0068394619659821,-0.0069620989616955,-0.0073875389104359,-0.0075257140269078,-0.0078656401889049,-0.0079587588192582,-0.0080598911445894,-0.0081260579018476,-0.0083019607949655,-0.0083512527432306,-0.0086504943461661,-0.0087365893773019,-0.0090676793666946,-0.0092077335546787,-0.0092612813227003,-0.0097110599125155,-0.0107795869552821,-0.0108003897761062,-0.0110549853733961,-0.0113493827934257,-0.0115653953187115,-0.0116523454379033,-0.0117452555554585,-0.0118932967338688,-0.0120619612594165,-0.0132414874181322,-0.0136609918865301,-0.0142058498376689,-0.0148772320340076,-0.015518718934775,-0.0158144953805514,-0.0168687181950867,-0.0190442454613857,-0.0219077322155686,-0.0235951167029217,-0.0281051110725828,-0.0363291534208049,-0.0415234576721502,-0.0512081068505995,-0.0545084667740593,-0.0619541904566018,-0.0651228303073712,-0.0724101844783689,-0.072955851032856,-0.082999085843202,-0.0862788264277261,-0.0995604143467979,-0.1018839552278908,-0.1111391637766999,-0.1116403978971941,-0.1341728544889563,-0.1427293638119687,-0.1516484682990059,-0.1666862268628641,-0.1797945394051933,-0.1916579159114554,-0.2028692720457627,-0.2137242665394641,-0.2265274661206336,-0.2372737566667178,-0.2472840295287917,-0.2637476550487364,-0.2649481069718032,-0.2781660910507696,-0.2932063725293162,-0.3035543193937894,-0.3185885536572204,-0.3255976578227024,-0.3477722845460411,-0.349511973795287,-0.3684999092746527,-0.3838398156856875,-0.3985001009333425,-0.421508059818498,-0.4393535299355583,-0.4630463589967019,-0.4779077218983006,-0.4987175630688151,-0.5255586396416169,-0.5508872392410156,-0.5928516520707325,-0.6276763653757635,-0.6835726328286689,-0.7397773827031537,-0.8083047561511253,-0.8757231449164957,-0.9839206023883093,-1.2113357711074064,-1.6115275311466226,-2.154287985755985,-3.144998143757529,-4.760928304722227,-6.69579671996363,-8.783309345718662,-11.343647360830676,-14.141324353102442,-17.692140802790263,-inf
0.17,3,4,1.0063390731811523,0.1023981759698266,0.0521700490305957,0.0451224738569232,0.0363347556725973,0.030777731302797,0.0253594998580068,0.0191947560489459,0.0130545292227447,0.0085272115098842,0.0067326715969144,0.0059670568823606,0.0026317682214079,0.0025845966470816,0.0018181370358017,0.0012950811849554,-0.0007480719890666,-0.0012498270012079,-0.001249920623509,-0.0037997960574563,-0.0038983467819086,-0.0040273877357848,-0.0044515337230656,-0.0046852290675468,-0.0047345636269897,-0.0049137880733291,-0.0049243491657992,-0.0056769311346947,-0.0060098046299895,-0.0061831051735752,-0.0062368093249632,-0.0069899836920033,-0.0070669217241014,-0.0071445815818294,-0.0073475094371463,-0.0076386084902892,-0.0076609545008769,-0.0076623571561073,-0.0077735546616634,-0.0079106858300888,-0.0080633387689014,-0.0080943196894462,-0.0083685813035212,-0.0087982081009404,-0.0094539904755518,-0.0096958225041434,-0.0097222667711614,-0.0103137284071762,-0.0107495986411465,-0.0107788283499497,-0.0109571802682154,-0.0111029747540329,-0.0115554684658059,-0.0120417906361481,-0.012183713002615,-0.0122922027408991,-0.0125227202241464,-0.0126617717628002,-0.0140947411014442,-0.015044062157649,-0.0159297372711307,-0.0161453792494714,-0.0173305298685162,-0.0189655655143417,-0.0224262036983,-0.0236081126335725,-0.030974673111571,-0.0407987970283659,-0.0450741276245676,-0.0505637302743968,-0.0568439027126682,-0.0637786034538115,-0.0662502529887057,-0.0732486876206909,-0.0767996530539387,-0.0867026022467318,-0.0933447209355834,-0.1003864684634554,-0.1005488883632863,-0.1117127713361344,-0.1184299261934804,-0.1323030055170014,-0.1458219095118025,-0.1567295493972378,-0.1711605783990806,-0.1845763422335956,-0.1953130721866474,-0.203475941557778,-0.2137501530913827,-0.2310982172051245,-0.2410124010215429,-0.2496399412874811,-0.2617671172701412,-0.2742793196704473,-0.2853998034102097,-0.2936775354985088,-0.3059966564943193,-0.3258110378420273,-0.3288035333282355,-0.3472441718917991,-0.3600333422289078,-0.3676668759036744,-0.3848584147363618,-0.4045605951368893,-0.418416754711901,-0.4391048046142896,-0.466297566528618,-0.482692520679287,-0.5043128253395145,-0.5358731959669307,-0.5536330496770081,-0.597491521232296,-0.6289938329441853,-0.6768812642395805,-0.747613193388502,-0.8029136116868266,-0.9110108552849092,-1.03692480094979,-1.2973219503316809,-1.6243708604761158,-2.167026465250746,-3.1084965649371905,-4.571662270727734,-6.497059293792956,-8.887641627229337,-11.511268799192738,-14.401096812400104,-17.8025470252775,-inf
0.171,3,4,0.989187717437744,0.1068592677966483,0.061536360456991,0.0453950549860286,0.0388842630447744,0.0320032517370204,0.0270937972222273,0.0178890914521285,0.0125463486307928,0.0101364469863883,0.0097283442935972,0.0050723995589007,0.0044672733598727,0.002132730285952,0.0015545876318969,0.0007457779203135,-5.695221468939011e-05,-0.0004731277150795,-0.0025933873795245,-0.0028414721129591,-0.0031541588646668,-0.0038269319176543,-0.0043694459592256,-0.0044174757587688,-0.0050981917793568,-0.0053038046524469,-0.0053856873759975,-0.0055490931274398,-0.0059249537915736,-0.0059922588531357,-0.0060169642227827,-0.006546031299207,-0.0068072792416595,-0.0070163054299592,-0.0072379031778483,-0.0073292690366996,-0.0074601720723922,-0.0076485598554349,-0.0078003114891621,-0.0082416519007462,-0.0083180475676123,-0.0083510459192573,-0.0085353508058744,-0.0086403888694026,-0.0093600442514419,-0.00939735033475,-0.0099316182647609,-0.0104278676291176,-0.0109156605051979,-0.0110298074199555,-0.0116051045049459,-0.0117339668512439,-0.0119506251826712,-0.0121239618559574,-0.0122817748087242,-0.0124652255372718,-0.0133551996394982,-0.0139542975045267,-0.0143155592464804,-0.0149871665525015,-0.0154263622132583,-0.0154706037204434,-0.0167756849655396,-0.018554083343472,-0.0201133623298529,-0.0269263242491109,-0.030889117159248,-0.0409998237384134,-0.0420442180231542,-0.0517671024570617,-0.0575298731464871,-0.0624755283840931,-0.0642353330993573,-0.0716926957879714,-0.0723674409797066,-0.0821688126328654,-0.0883911454029014,-0.0949051423178621,-0.1002632343366302,-0.1089981877309717,-0.1144486640749339,-0.1298440629386514,-0.1446906966250841,-0.1499838710457736,-0.1669675563053255,-0.1809387205402932,-0.1883470474776555,-0.2014124490336038,-0.210964715293828,-0.2263570558658663,-0.2345534674920474,-0.2483163624649083,-0.2603858526654476,-0.2716419020198359,-0.2825244647503174,-0.2941249377061299,-0.3057094576282064,-0.3183556734226657,-0.3295785697469792,-0.3478370131842437,-0.3584723411640848,-0.3710324017158747,-0.3830947262684361,-0.4026630566427033,-0.4220284598000076,-0.4337097148672824,-0.4604120727113909,-0.4851959396497727,-0.4978310235504756,-0.5233352714163305,-0.5538404197601748,-0.6049199021147404,-0.6347849219844343,-0.6844157162242113,-0.7423200330553086,-0.8260392668114291,-0.8992616651451607,-1.050066834654812,-1.2201162794120315,-1.594828357315553,-2.250923786434125,-3.229324442048924,-4.759234659948267,-6.758426490819639,-9.044902291890857,-11.661630576400547,-14.369245099681384,-17.963929063287644,-inf
0.172,3,4,1.256338596343994,0.1093187559020906,0.0595379616551141,0.0481373172559097,0.040736616459372,0.0305613858151631,0.0295025164189168,0.0200428945658205,0.014139629848631,0.0099677193277242,0.0077780791916165,0.0075422543447895,0.0049938891645787,0.0019383526636833,0.0018139511671753,0.0016912319950842,0.0004438345319628,-0.000600835708033,-0.0026246475365936,-0.0027596078525203,-0.0029874828515355,-0.0032009877865891,-0.004327303711142,-0.0043303230919939,-0.0044864356933109,-0.0045376851743507,-0.0052498211267563,-0.0054041944905264,-0.0054771730599936,-0.0062974110732843,-0.0066060824661929,-0.0067237737989539,-0.0068537661991243,-0.0068798915192636,-0.006923474394413,-0.0069496054628875,-0.0072183696044337,-0.0072926058774521,-0.0075723674361276,-0.0080420210294981,-0.0081378142131964,-0.0082856766047056,-0.0083839329734104,-0.0085223522526046,-0.008524372880391,-0.0088473231425781,-0.0098323972773705,-0.0099083256927591,-0.0101363454831059,-0.010829411087108,-0.0109853188210378,-0.0110399225994116,-0.0120727467164382,-0.0120758342524129,-0.0122838890773812,-0.0125753655530875,-0.0127697683469745,-0.013488338289551,-0.0141218715005844,-0.0154176467982159,-0.0155667400708346,-0.0156617950173828,-0.0169692176300895,-0.0184007296194083,-0.0184344933618815,-0.0274531273023761,-0.0278090752652085,-0.0366178889998961,-0.0400533459117588,-0.0505852409349838,-0.0536846114528739,-0.0643847859272507,-0.0680415184639676,-0.0699519025009541,-0.0766468737528008,-0.0847121880081355,-0.0898234181787363,-0.0975497507758825,-0.1041288530835546,-0.1156331360467789,-0.1166194375556347,-0.1322860415034497,-0.1424244941521893,-0.1560063770655626,-0.1732811297326749,-0.1822484358787781,-0.1929956554166843,-0.2081025553453782,-0.2177195976991716,-0.2298811777777542,-0.2413945387936066,-0.2527353201833321,-0.264117389330379,-0.2804820398776216,-0.2865245837073486,-0.299438998387581,-0.3108648428210372,-0.3326862469569586,-0.3357884766742093,-0.3498740514776741,-0.3606337819394097,-0.3780706670330496,-0.3933320211484716,-0.4088183429362201,-0.4289001144091356,-0.445994527019419,-0.4694447633689804,-0.4895265776400684,-0.516472612029852,-0.5357611415083989,-0.5607586863078913,-0.6142441445549258,-0.6558494427631757,-0.7092337053218774,-0.765322704257126,-0.8235422674515762,-0.9289558009733738,-1.0687877600864315,-1.2971634508400098,-1.7413582053465413,-2.401151287619468,-3.2260787889004288,-4.744407686424411,-6.776616486772697,-8.99512183813624,-11.650971796326653,-14.650908302909242,-17.960213594129268,-inf
0.173,3,4,0.9920976161956788,0.1069214584759743,0.0551557059371252,0.0452961005540695,0.0350172260139005,0.0277252324327437,0.0239465107421024,0.0182773482655678,0.0143331253693275,0.0074283899204586,0.0073797203439586,0.004925475969887,0.0037685685879825,0.0025722202963633,0.0014026178427592,0.0009142178549116,-0.0006066765114806,-0.0012622407870834,-0.0012820471032345,-0.0035386272209044,-0.0038843262088895,-0.004214815936091,-0.0042461957644651,-0.0044221967596873,-0.0048407144412529,-0.0051452220660931,-0.0055377329030319,-0.0055458848858445,-0.0057581868592866,-0.0063295583001838,-0.0064381963350816,-0.006796691548852,-0.0068445037402497,-0.0072915034810917,-0.0073050751432292,-0.0073143108515302,-0.007510954057805,-0.007574750087708,-0.0076904835197513,-0.0077515020992669,-0.0083847921461074,-0.0084047558273591,-0.0085033953366088,-0.0085474707345567,-0.0086146251494168,-0.0091405662707926,-0.0093013782791949,-0.0103022354949655,-0.0105154963756876,-0.0107566194906667,-0.0109860013689183,-0.0113521216727811,-0.0113686263622322,-0.0119291632327231,-0.0124705128649164,-0.0131869460418746,-0.0134308253572746,-0.0135722833354314,-0.0141329989827414,-0.0146643655193862,-0.0156097902133766,-0.0157202003105794,-0.0159642136251249,-0.0171035507755542,-0.0198353404172608,-0.0271839639893621,-0.0284447714471385,-0.0384331124852935,-0.0442670801762344,-0.0549132440753852,-0.0554472248087708,-0.0643538326978588,-0.0655001375371022,-0.0742258105564427,-0.0792751942756696,-0.0862430234329326,-0.0908406980106631,-0.0968896214279359,-0.0996913688805946,-0.1155757643522523,-0.1221906112872736,-0.1359458257567755,-0.1435305368380301,-0.159471525876912,-0.1720671424018066,-0.1833145942091134,-0.1984263399521155,-0.2085723032464436,-0.2183222325248863,-0.2337102420614231,-0.2451938924236001,-0.2575191755405254,-0.2647939181268984,-0.2785167751267478,-0.2864599038959524,-0.3054433427687617,-0.3132513194550448,-0.3237652893956823,-0.3386568847506207,-0.3546805240763604,-0.3608594036900481,-0.3745274950157097,-0.3896755709931943,-0.407388381055111,-0.4278716435966445,-0.4420750494366188,-0.4713135532891986,-0.4930199634771222,-0.5149127427702926,-0.5361710744395601,-0.561037212182898,-0.612242043186562,-0.6388104151545521,-0.6916071142026731,-0.7507650751360683,-0.8408810655066004,-0.9162233576382712,-1.0442912920669567,-1.256866557654109,-1.706581775212507,-2.380849877134805,-3.277630008859194,-4.825602554878077,-6.804379117813205,-9.01891603700041,-11.53081640664328,-14.359309693289816,-17.654829253498914,-inf
0.174,3,4,1.235511302947998,0.104017594786096,0.0561895465665908,0.0433481266088362,0.040905010657569,0.0307205878750549,0.028072953393884,0.0189660070756589,0.0151274245871378,0.0085258984527543,0.0079097734019025,0.0058647610744702,0.0050289839272171,0.0036908343071225,0.0019147489508319,0.0014402386790619,0.0001817017155002,-0.0009247442591446,-0.0014341592096095,-0.0028220036573747,-0.0031674596638752,-0.003553889794354,-0.0039091946618267,-0.0044940188179449,-0.0049496091303289,-0.0050071533428812,-0.0050108302273005,-0.0052985593508481,-0.0058108702344958,-0.0058129527943801,-0.0060927607526007,-0.0065927319805017,-0.0068462481406331,-0.0068493491997683,-0.0068612052560361,-0.0071288144694292,-0.0071886934315399,-0.0073520761853198,-0.0075121025978247,-0.0076193303367175,-0.0077561663472071,-0.008130839649761,-0.0082003485278035,-0.0082322832953156,-0.0091580718856192,-0.0093743269589369,-0.0097838136386181,-0.009880648137831,-0.0104729416875639,-0.010662065798682,-0.0110568014253359,-0.0113568018033315,-0.0113582770063293,-0.0114142817541735,-0.0118424530470596,-0.012467110503062,-0.0127830314112336,-0.0130608562440622,-0.0134592600776082,-0.0140930070082162,-0.0150691250953906,-0.0158419820894879,-0.0162130026337634,-0.0181482826770319,-0.0206717270734659,-0.0256559143944668,-0.0325420341815556,-0.0431038909293715,-0.0473312345772807,-0.0511650416821907,-0.0585021333593016,-0.0669241223529167,-0.0700230641973091,-0.0720563143423197,-0.0817663551977502,-0.0896587986799885,-0.0935658253426167,-0.1003002626549652,-0.1063618990002149,-0.1173844621901592,-0.1227589568381959,-0.1370305905879299,-0.1480915217367638,-0.1581491831587657,-0.1742955030216581,-0.1903555629694288,-0.195137422058419,-0.2127715399973204,-0.2211356991341116,-0.2370168937659104,-0.2454483587092698,-0.2515740234941985,-0.2692732920346744,-0.2840654601618326,-0.2892946161462815,-0.3064541238567404,-0.3147061033003863,-0.3301382866179462,-0.3398080092571058,-0.3543075249310255,-0.3626909570182157,-0.3811147588410314,-0.39408121607665,-0.4075546902587492,-0.4331373507920847,-0.4465642665702076,-0.4745916297485668,-0.4964809712160004,-0.5179819551188273,-0.5528994320665089,-0.5765377490437299,-0.6119866465093999,-0.6508238035585087,-0.6977076658550311,-0.7697205529118123,-0.8605639206049812,-0.9216345133158764,-1.0715321509632665,-1.3303891448199543,-1.6401770477526314,-2.3958881626795114,-3.316236320105075,-4.7924562425173525,-6.814531723380406,-9.294169502508534,-11.970346968579555,-14.563947007439875,-inf,-inf
0.175,3,4,0.9846367835998536,0.1064026591207433,0.0595429304550314,0.0480225564452669,0.035770879553684,0.0329892883900582,0.0317195719561287,0.019166472659034,0.0174006854513699,0.0079432764151793,0.0074596159003491,0.0056569069423592,0.0041578603800478,0.00320875533371,0.0031165072530537,0.0010124677980292,0.0006179918850887,-0.0002662430221548,-0.0009138890511211,-0.0030710125099927,-0.0035732720005443,-0.0042561709240737,-0.0042619099501665,-0.0043725673742011,-0.0046990072937239,-0.0047116697471672,-0.0048745276902815,-0.0054988842778087,-0.0056807421178117,-0.0058588790676998,-0.0066163779607776,-0.0066226820962569,-0.0067272321481439,-0.006768515353911,-0.0068451330497997,-0.0069055469434476,-0.0073884759304635,-0.0075125477579595,-0.0075372842148619,-0.0075426973461377,-0.0079360889478016,-0.0080912715465991,-0.0084670453184314,-0.0088339782635745,-0.0093466189910365,-0.0096603332382405,-0.0096658350481278,-0.0105001382667848,-0.0105050812196916,-0.0106570644172647,-0.0107476600180363,-0.0113874250882913,-0.0114548696000377,-0.0121113472041193,-0.012514973309002,-0.0126350008373929,-0.0126436448589695,-0.0127317032137498,-0.0130964893488232,-0.0146049895296877,-0.0147408442771966,-0.0156234213123618,-0.017499113853576,-0.017806350074874,-0.0193306585331184,-0.0261814924587512,-0.0327723380150001,-0.0454365092973592,-0.045478407086106,-0.0517547324401998,-0.0607060745984575,-0.0678518308240682,-0.0726232284733229,-0.0767902962445116,-0.0812530625588837,-0.0888445882482229,-0.0930530508875356,-0.1030203773624324,-0.1101009075861742,-0.1200706881034185,-0.1283254310558344,-0.1389979390784634,-0.1505094604585609,-0.1602982168694409,-0.1732256326783378,-0.1872048498858208,-0.1977719115855573,-0.2141318038799424,-0.2242682069398612,-0.237768756827571,-0.2482359562323821,-0.2628908788160095,-0.2731306407369316,-0.2814438041894757,-0.2894918783074353,-0.3050987536763607,-0.3173467613100785,-0.3267790206373551,-0.3448666529055732,-0.3534217468272134,-0.3641295784892226,-0.389059209053049,-0.4006690320244426,-0.4144696101776934,-0.4296833334841874,-0.4431632377677132,-0.4762888983761413,-0.5017495894127454,-0.5124362611469092,-0.545178855670811,-0.5644771049469467,-0.613864425671774,-0.6504597873487606,-0.7069726560600795,-0.7602580344872101,-0.8236385565357198,-0.9506610563626084,-1.0896072104468064,-1.3507849616703005,-1.7126616428706372,-2.439413551246332,-3.443732363296156,-4.889045655604975,-6.619288667516976,-9.16760960179558,-11.849547911557169,-14.695764782781598,-18.14699785782571,-inf
0.176,3,4,1.1308646202087402,0.1080684392973049,0.0583606082548057,0.0494863473984156,0.0400389773438868,0.0346715364886828,0.0233690328339697,0.0196094485637654,0.0193012552919786,0.0077922551653423,0.0060191906559632,0.0052966595233167,0.0044799875588295,0.0037971620590598,0.0037886038805598,0.0012127109726518,0.0011920709297583,-0.0011763304613404,-0.0020523464368841,-0.0027464169360977,-0.0034988266031236,-0.0037454243561374,-0.0038983565637011,-0.0039815065093144,-0.0044388275732992,-0.0047734276645461,-0.0050185059458744,-0.0053014747558385,-0.0053053568124531,-0.0059964967142676,-0.0063042880822959,-0.0063515830344082,-0.0066488590654175,-0.0068316306196021,-0.0068831862910527,-0.0069131847711536,-0.0069325281659964,-0.0070855129226335,-0.0071142440425118,-0.0074993236136604,-0.0078307919116916,-0.0083293306805169,-0.0083696469898579,-0.0087409266281075,-0.0087959132095256,-0.0089563123481353,-0.0095121091318586,-0.010018489771002,-0.0102861876711564,-0.0104384552301367,-0.0106878093986811,-0.0111244874186852,-0.011399249542474,-0.0115937198693732,-0.012085792932092,-0.0122144699809585,-0.0128247741689488,-0.0130197545740987,-0.0133916807995758,-0.0152578039189706,-0.0153193014083415,-0.015451248715997,-0.0156109706397935,-0.0187185708638946,-0.0188831425276637,-0.0278075472822109,-0.0303187420028952,-0.0380744117206017,-0.0428101833423652,-0.0554083205145175,-0.0574652986703419,-0.0617439880729059,-0.0711313683488657,-0.0748657765236149,-0.0794537771430557,-0.0895430280180439,-0.0932754397583975,-0.1015279481198938,-0.1053805498181363,-0.119842247467318,-0.1210324165138588,-0.1385539079196058,-0.1490490117955279,-0.1624812451157748,-0.1740725329639121,-0.1921163453305029,-0.1989316128422442,-0.213110046717691,-0.2211438959605527,-0.2335655980170086,-0.2462275698428457,-0.2609674823153397,-0.2682565985319162,-0.2767344175781842,-0.291026313243295,-0.3025221236393992,-0.3117965520857361,-0.3264533722300775,-0.3406167260448801,-0.3547941381734577,-0.3630849924949244,-0.3797744814002081,-0.3887066634086041,-0.4154185797849925,-0.4299018053036177,-0.446881273613925,-0.47702369976825,-0.4962694746082453,-0.5123682638147372,-0.538056296063188,-0.5741096963416005,-0.6113905672625901,-0.6525904115915037,-0.7126287729402214,-0.7760415402695274,-0.841482162366744,-0.9892418402355868,-1.134906484165905,-1.443682568786982,-1.901266463680957,-2.5662374669278822,-3.4543285463032016,-4.924878054592534,-6.954595735660972,-9.09269980591094,-11.638520617997964,-14.456622557621811,-17.909663699483566,-inf
0.177,3,4,0.9905498027801514,0.1022320837351179,0.0588113272518712,0.0415641637711801,0.0377430068354711,0.0287097304283512,0.0245745090697781,0.0164527130830692,0.0152427098283441,0.0097739240069844,0.0086282446652948,0.0040648375036661,0.0027126032887349,0.0026396353253646,0.0004673002702855,0.0001762087759059,-0.0002752580543698,-0.0016144091164148,-0.0023842105616574,-0.0038988074230941,-0.0040165500548415,-0.0041315712718124,-0.0045450362370642,-0.0045523973582293,-0.0046198505650179,-0.0049214098760905,-0.005533415479854,-0.0055486299108945,-0.0058617826571398,-0.0065767549900838,-0.0066015639150732,-0.006664521293536,-0.0068895004009304,-0.0069012173212425,-0.0069116042708339,-0.0070452880604543,-0.0070552517345212,-0.0076835039789739,-0.0082629426046234,-0.008352729873049,-0.0085636655564329,-0.0087124905880671,-0.0088782948369588,-0.0088788618947995,-0.0089345810033348,-0.0090948220822805,-0.0097537890440799,-0.0101873415355911,-0.0106602471049597,-0.0107447336915232,-0.0111458547660369,-0.0112592583429466,-0.0114030584796526,-0.0122462662206291,-0.012385450545142,-0.0127910931540563,-0.0134114832767156,-0.0134643010562507,-0.0137605756723323,-0.0142308151200954,-0.0149992744228683,-0.016010080320644,-0.0172989962292537,-0.0181389136739918,-0.0199786165151265,-0.0279869564923132,-0.0323886500600469,-0.0415066514450644,-0.0470321438965184,-0.0563634939915608,-0.0602482352093041,-0.0684034621659211,-0.0705960572415375,-0.0785959412748328,-0.0787192187100002,-0.0901686837346852,-0.0931974617568501,-0.1004666336667258,-0.1093346232796013,-0.1179721628149773,-0.1254031253042735,-0.1378275552695365,-0.1467856032454093,-0.1673950487580763,-0.1755590793161891,-0.1871911524841545,-0.199976943483226,-0.2088380090887513,-0.2246363836431046,-0.2374881607749528,-0.2470310864872704,-0.2624923513935469,-0.2729743458343749,-0.2807097377537074,-0.2943594467828618,-0.3060766570385475,-0.3213473493929768,-0.3310066599343098,-0.3423879937687754,-0.3511467708133952,-0.3720054064735085,-0.3841017115573393,-0.4001455917336765,-0.4184943539588039,-0.4286970375662632,-0.4485221418720229,-0.4843742304535897,-0.497678182380587,-0.51813576586767,-0.5490155541156101,-0.572056269310623,-0.6217341376575699,-0.6513708485226031,-0.6971195612881801,-0.7769271282707257,-0.8336573178618312,-0.9232840810886348,-1.074780383783262,-1.2742295339711585,-1.744934009334274,-2.4927085132735773,-3.4086895328310787,-4.847667943781102,-6.752156223721939,-9.05115617405803,-11.902288601521516,-14.434038261415507,-17.894783401636655,-inf
