g_value,n,current_zeta_value,runtime,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10,lambda_11,lambda_12,lambda_13,lambda_14,lambda_15,lambda_16,lambda_17,lambda_18,lambda_19,lambda_20,lambda_21,lambda_22,lambda_23,lambda_24,lambda_25,lambda_26,lambda_27,lambda_28,lambda_29,lambda_30,lambda_31,lambda_32,lambda_33,lambda_34,lambda_35,lambda_36,lambda_37,lambda_38,lambda_39,lambda_40,lambda_41,lambda_42,lambda_43,lambda_44,lambda_45,lambda_46,lambda_47,lambda_48,lambda_49,lambda_50,lambda_51,lambda_52,lambda_53,lambda_54,lambda_55,lambda_56,lambda_57,lambda_58,lambda_59,lambda_60,lambda_61,lambda_62,lambda_63,lambda_64,lambda_65,lambda_66,lambda_67,lambda_68,lambda_69,lambda_70,lambda_71,lambda_72,lambda_73,lambda_74,lambda_75,lambda_76,lambda_77,lambda_78,lambda_79,lambda_80,lambda_81,lambda_82,lambda_83,lambda_84,lambda_85,lambda_86,lambda_87,lambda_88,lambda_89,lambda_90,lambda_91,lambda_92,lambda_93,lambda_94,lambda_95,lambda_96,lambda_97,lambda_98,lambda_99,lambda_100,lambda_101,lambda_102,lambda_103,lambda_104,lambda_105,lambda_106,lambda_107,lambda_108,lambda_109,lambda_110,lambda_111,lambda_112,lambda_113,lambda_114,lambda_115,lambda_116,lambda_117,lambda_118,lambda_119,lambda_120,lambda_121,lambda_122,lambda_123,lambda_124,lambda_125,lambda_126,lambda_127,lambda_128
0.069,3,4,1.1557812690734863,0.1030757698079428,0.0420308381721546,0.0380899710380522,0.0374477768113429,0.0361666563984831,0.0357417081703006,0.0334939748914136,0.0330621865030174,0.0321543216522393,0.030565684697206,0.0302877176589606,0.0277507913682736,0.027559156651207,0.0256108241185845,-0.0007145366714446,-0.0020005596459099,-0.004312526598142,-0.0064423190952444,-0.0065369641734599,-0.0065374600193799,-0.0100441761014902,-0.0103288054624141,-0.0106772315833572,-0.01086850567327,-0.0113568151184705,-0.0126525029733592,-0.0128195508639375,-0.0136262109335801,-0.0136422034252587,-0.0141382152011998,-0.0144898389217808,-0.0146513376668697,-0.0151713200298651,-0.0155375428932744,-0.0159433931747527,-0.0160620638988811,-0.0160957380429044,-0.0165970429657511,-0.0166783216695174,-0.0180551213847296,-0.0180664635386167,-0.0183263144869844,-0.0185555048824396,-0.0185844005509985,-0.0190576445245709,-0.020036961755561,-0.0201962352790463,-0.0202106994554345,-0.0211263804178414,-0.0216944328638798,-0.0217919641962999,-0.0229217997009253,-0.0231044258400556,-0.0234864933373514,-0.0239097916263617,-0.0241360671857808,-0.0243385289238176,-0.0253605332463014,-0.0262594176655005,-0.026559899635878,-0.0270626496004538,-0.0282809996292443,-0.0284291210438422,-0.0296067418200307,-0.0298736393477903,-0.0301150801366429,-0.0307304737483051,-0.0309467692535086,-0.0326273448495413,-0.0329564446277652,-0.0331911399578355,-0.0332551731913953,-0.0342991016389277,-0.034431639004933,-0.03698244375019,-0.0376894021079668,-0.0381827159952284,-0.0391407323260218,-0.0400521736941131,-0.0418267209395122,-0.0433949158659945,-0.0446829374950382,-0.0485695110186062,-0.0486163312863224,-0.0538858393415819,-0.0592647161650881,-0.0818104876112974,-0.0915926178147924,-0.1038352813417945,-0.1259562346230123,-0.143851238995709,-0.1553280733654681,-0.1791189587460277,-0.2039834517605303,-0.2229264301442645,-0.2371917338383954,-0.2550135655244904,-0.2824110323797237,-0.3152440887057259,-0.338174795014085,-0.3649132277995566,-0.3946240348926317,-0.4245520045712272,-0.4558770768158225,-0.5048037837619657,-0.5672496175002589,-0.635579135533238,-0.7246515919828292,-0.8200186990212154,-0.9054103069007944,-1.0219770879366166,-1.1351844416577894,-1.28038613850475,-1.4565482972552062,-1.6625476827559225,-1.97773578187034,-2.369299946240681,-3.05166726749206,-4.2288021679132015,-5.663649412150568,-7.884290930774943,-10.687349233785296,-14.227234831498112,-18.52640533862248,-22.856641735293657,-26.97469446626725,-31.3956889478853,-inf
0.07,3,4,0.7352554798126221,0.1065320670411211,0.0431172900944222,0.0394881346547706,0.0377415441547397,0.0370671976582511,0.0361560527736404,0.035184642037069,0.0348463274256861,0.0330896235755336,0.0324621939173608,0.0309101402280256,0.0297759644922591,0.0274077454679158,0.0272621270507463,-0.0012671492218244,-0.0027710356279715,-0.0031506306104372,-0.0047334919818688,-0.0055291866664611,-0.0057557148642902,-0.0086318382898128,-0.0087673986755991,-0.0088221511725293,-0.0089873056670906,-0.0098090734147069,-0.0106617573094316,-0.0111288545660177,-0.0129396362016648,-0.0134533412200927,-0.0135286196553376,-0.0141624774597648,-0.0142814608518405,-0.0146068565775454,-0.0146832881871551,-0.0147499132160731,-0.014773969337117,-0.0147743934559504,-0.0156619890251802,-0.0164607359025741,-0.0165198270043315,-0.0171663432958494,-0.0176502468623395,-0.0180964332294766,-0.0182665419490201,-0.019031217569071,-0.019753377068756,-0.0201546684397633,-0.0205192555002076,-0.0205714836768766,-0.0206389980195082,-0.0211670172094346,-0.0215336870525,-0.0215589988157092,-0.0224567672638121,-0.0233864421543138,-0.0238507932957388,-0.0239932587397835,-0.024800099274011,-0.0248444093988462,-0.024858460096598,-0.0260191983331193,-0.0266412887522844,-0.0273701491554358,-0.0286003158323914,-0.0293553269356879,-0.0300722571551859,-0.0307028708398234,-0.0308765388536472,-0.031694392519091,-0.0330276705379404,-0.0330610050152697,-0.0334906685341207,-0.0341950813822991,-0.034758920824652,-0.0362161005828727,-0.0367727100981666,-0.0373495187782346,-0.0394171761390605,-0.0409768724818926,-0.041551504168391,-0.0430616716595918,-0.0434426159024601,-0.0468798338854853,-0.048163293923913,-0.0539313127285932,-0.0571470595170866,-0.0807243859170668,-0.0897346609576386,-0.1064580997610616,-0.1241258947497247,-0.1395708600518238,-0.1598523961119412,-0.1795295247529728,-0.1915915476673713,-0.2134103405622269,-0.2281120821331041,-0.2503399942011827,-0.2764414140077584,-0.2946353614955904,-0.3183133306442477,-0.3455937773216912,-0.3777092988094619,-0.40432898442793,-0.4432866845760149,-0.5034818239063134,-0.5679258787565991,-0.641048536119964,-0.7340124909088259,-0.7989708693765001,-0.9043908376926068,-1.024330197385671,-1.131591822519153,-1.2780902555249614,-1.4339710729636357,-1.632131161346632,-1.940400663041581,-2.3790056554681667,-2.9721981769260366,-3.916797614124116,-5.536728190712763,-7.671299428720813,-10.58075299443853,-14.198176472587573,-18.86150750415801,-23.05584814344742,-27.1480464600734,-31.29746273009111,-inf
0.071,3,4,0.7354235649108887,0.1068346529920314,0.0418785323190475,0.0391515285831769,0.0390308596260311,0.0387248829458221,0.0370991878268952,0.0355493239873218,0.0341461544158796,0.0334807994289924,0.0319664043065109,0.0309555203731717,0.0290485516299051,0.0285254544673178,0.0236311008377061,0.0009032806740856,-0.0001211568524391,-0.0010469014869903,-0.0028767994480889,-0.0042436719986859,-0.005079011348766,-0.0075712879971507,-0.0088692618135241,-0.0092236766184012,-0.0094490321718115,-0.0106411426870499,-0.0110553554019729,-0.0112541725245759,-0.0131161237802192,-0.0133341301779625,-0.0135523870711477,-0.0137966979126199,-0.0139569685849086,-0.0140746006975914,-0.0148662352070012,-0.0152189577706848,-0.0152259140687554,-0.0155366143866369,-0.015728050051537,-0.015977532077483,-0.0174341130616756,-0.0175649829248936,-0.0177645428781402,-0.0180688248157265,-0.0181557485337249,-0.019449441701152,-0.0196856184266435,-0.0198648428043328,-0.0199595925324696,-0.0208929237705227,-0.0210242484719186,-0.0212007601381544,-0.0216819608013007,-0.0221795133801658,-0.0223249992839624,-0.0229193283854491,-0.0234923240905747,-0.0236857209624333,-0.0245537991736148,-0.0248230214989244,-0.0260338050881381,-0.0261554040109126,-0.0276433056798567,-0.027688689159882,-0.0285228787397763,-0.0297978666993731,-0.0302973823834462,-0.0305264590238934,-0.0308090061157222,-0.0313278856931515,-0.0327131331332543,-0.0331175177512326,-0.0331706696380542,-0.0333246048199557,-0.0348439339983229,-0.0365537286837953,-0.0366249785153219,-0.0367424221445607,-0.0380410964003327,-0.040275058016148,-0.0409229614477745,-0.042664890690509,-0.0447608468633909,-0.0454277900483093,-0.0491077550177041,-0.0539993324370221,-0.057140094455472,-0.0740040354799052,-0.0892324804881122,-0.100942472983515,-0.1129955578586791,-0.1276077480457677,-0.140527342744509,-0.1651730616219419,-0.1840667798290714,-0.1946708703537301,-0.2233794894753811,-0.2406017246833463,-0.2578641057996929,-0.2807338528295822,-0.2984983261563404,-0.3273659532389428,-0.3592310477878474,-0.3841624049869922,-0.4224676285610418,-0.4786618289446626,-0.5305375782410878,-0.6122404977387003,-0.7056508863404837,-0.7840509983479004,-0.8729857846753951,-0.9987458473498936,-1.0954218253362633,-1.2524962811666114,-1.3967632293342345,-1.6289439775104926,-1.998988399630088,-2.3769760365584904,-3.043302491308172,-3.966639393369313,-5.552334559886456,-7.581936355623092,-10.572942560831995,-14.344587739922376,-18.62554210211341,-23.159017018151623,-27.212825688082884,-31.45616331318825,-inf
0.072,3,4,0.7284889221191406,0.1082047030010058,0.0448524039735759,0.0406115226986327,0.0402620246248926,0.037863343560288,0.0377177459220199,0.0354133848375374,0.0352567866115745,0.0339669160246402,0.0337617895848898,0.0322370192653813,0.0292069264934203,0.0291823765810692,0.0234134287989458,0.0015084669945064,0.0002960278816075,0.0002416055848575,-0.0019286386912986,-0.0021172191872034,-0.0047634607876266,-0.0077866588827809,-0.0078901085640669,-0.0084566295732473,-0.0092291393642826,-0.01011541069894,-0.0101431708518509,-0.0115644457623197,-0.0118128540981577,-0.012345246526173,-0.0130244052555464,-0.0136545938597419,-0.0137989856579405,-0.0140558475559144,-0.0147009900825141,-0.0148303607461004,-0.0148443181814598,-0.0150736433772634,-0.0153759140047212,-0.0158439091695726,-0.0167097037373242,-0.0169623393311395,-0.0173246336136994,-0.017517317047272,-0.0177662512064746,-0.0183767058394909,-0.0186778225271047,-0.0195364674090868,-0.0196723549602011,-0.0205063584841118,-0.0207129598091562,-0.0208926692328159,-0.021041588318382,-0.0213643673070223,-0.0224873819169586,-0.0226786419501967,-0.0233036675231572,-0.0234279844147155,-0.0238871353952778,-0.0242235579077964,-0.0248143605847232,-0.0259665792600933,-0.0267878956023782,-0.0268390244904973,-0.0280091367610006,-0.0282531268627747,-0.0298068964899442,-0.0299254342758881,-0.0301675779079848,-0.0303762225939326,-0.0325762882582498,-0.0328131951819376,-0.0330193675651006,-0.0341545934277342,-0.0348329465431862,-0.0360143864016205,-0.0360682807264139,-0.0381735195372398,-0.0392756589667337,-0.039982460269597,-0.0408391114753309,-0.0419087473014584,-0.0421254822141439,-0.04716322606311,-0.0493673001132772,-0.0542907081392959,-0.0570672949757547,-0.0736329929858342,-0.0827866495190001,-0.0943887595162202,-0.1121038553047195,-0.1281727378053088,-0.1499275000650082,-0.1664293381570973,-0.1792756852250021,-0.1947444357441744,-0.2198505883844376,-0.2391216714056345,-0.2601108560622837,-0.283555095672965,-0.3035387133373843,-0.329173554053596,-0.3553340243275382,-0.3912232283885946,-0.4263541831678283,-0.4772874923242911,-0.5250891794019261,-0.6045689785389151,-0.6837110603327512,-0.7814600195668175,-0.8678549944462525,-0.9777253421989508,-1.125102750394783,-1.259695151347298,-1.4567913269621686,-1.6642549988050408,-1.9510746288868173,-2.3308803408021204,-2.917761363341174,-3.953378680752351,-5.416158677202235,-7.736915507821608,-10.626077753827923,-14.240251823570068,-18.46995444216253,-23.11587822136682,-27.25015581531664,-31.369457952261243,-inf
0.073,3,4,0.7312309741973877,0.1090347026623127,0.0440460976829877,0.0415686585246076,0.0392347196238293,0.0386372271579202,0.038139168486242,0.0361619047884304,0.0341495343259732,0.0340998661691791,0.032677470617454,0.0313186392998192,0.0289762339920043,0.0289181016150857,0.0246453138273503,0.0014231268236158,-0.0006393498288443,-0.0012164414251168,-0.0012690815258782,-0.0035225971597665,-0.0057573934455007,-0.007283634641271,-0.0083818459858404,-0.0085135344330656,-0.008612437395661,-0.0089305914852136,-0.0103963349492775,-0.0119926205531948,-0.0123968241595678,-0.0126728889351698,-0.0127488562253981,-0.0128430631622772,-0.01360440363877,-0.0139975982307213,-0.0141018418965735,-0.0143306124016029,-0.0147169425762404,-0.0150195355777082,-0.0151486827979825,-0.01587228844665,-0.0166131086432541,-0.0166760173207554,-0.0170676591565717,-0.0171181465016103,-0.0176698145572442,-0.0187204531320541,-0.0193838879144775,-0.0194555118131924,-0.0198305594881534,-0.0203519962243554,-0.0203895362762471,-0.0208550796930222,-0.020997810260815,-0.021386129386258,-0.0217412134053224,-0.0232809147169777,-0.0234423288368118,-0.023710492985668,-0.024266757060429,-0.0243962591859382,-0.0244792541722721,-0.0252389928469966,-0.0263845441238409,-0.0269111242048916,-0.0281633275183687,-0.0286097785171301,-0.0289185693834296,-0.0293570764235624,-0.0302008316490602,-0.031236872596841,-0.0323482163181402,-0.0328316958140566,-0.0331378231447671,-0.0335559596594846,-0.033651526178623,-0.0365190526159269,-0.0368404974966475,-0.0373257760758675,-0.0382904261616153,-0.0389806453808582,-0.040553464765361,-0.0425053869796332,-0.0427279960037084,-0.0469528948377419,-0.0501611603749051,-0.0542825154782675,-0.0584457971095725,-0.0674516722732504,-0.0833319670664277,-0.0949198669900584,-0.1077684129434338,-0.122938609284,-0.1365924249572109,-0.1568767484950781,-0.1681022521843369,-0.1892800489508084,-0.2133006372350247,-0.2358087446437548,-0.2507953399089315,-0.2796377874337299,-0.3049825018732901,-0.3247942878129859,-0.3545872035335995,-0.3854493842757478,-0.426326897430606,-0.464916842144532,-0.5219666273441873,-0.5994049754295159,-0.6657798832828008,-0.7632473208509578,-0.8424712507876023,-0.9673041559110732,-1.0743353490429752,-1.2094836706534484,-1.3861683920373895,-1.6190660281674625,-1.922756077692083,-2.322170548134962,-2.930301810805649,-3.881380160775134,-5.301921913601928,-7.349272279258072,-10.495661822057164,-14.249221542180797,-18.787576436417776,-23.27317879797824,-28.02935324799149,-31.81566322164429,-inf
0.074,3,4,1.1548666954040527,0.1118010471518769,0.0452810024642892,0.0433647299946478,0.0408892846273678,0.0399103859009768,0.0388980314900095,0.0358715064622361,0.0354737672060994,0.0343591039475156,0.0335818986126433,0.0318874925199116,0.0314442308878255,0.0312658755346761,0.0237128650316015,0.0039734265267325,0.0011355831555614,0.0001907703233783,-0.0026323529464396,-0.0028589693278341,-0.0033463738609969,-0.0069308972438437,-0.0069433871329611,-0.0073098066440556,-0.0078540871297625,-0.0082054098732477,-0.0099474962820297,-0.0108624132607789,-0.0119443850258014,-0.0121072051067609,-0.0125695575455155,-0.012886489919985,-0.0131281672897257,-0.0134483521399596,-0.0137964906971094,-0.0141850386933594,-0.0142341866143872,-0.0148109268422943,-0.01525522658476,-0.0156404333903018,-0.0158779339259849,-0.0163242092429453,-0.0167015078044513,-0.0178955887905408,-0.017912694629689,-0.0179803681601177,-0.0187500375673069,-0.0190301928164285,-0.0196224946363721,-0.0201491514721569,-0.0205190726571515,-0.0205518355975074,-0.0212264033203896,-0.0213214346679442,-0.0214761919583231,-0.0218288748442915,-0.0219342312375361,-0.0228514273472713,-0.0229054219013004,-0.0241957748821016,-0.0243754455512755,-0.0251915522657141,-0.0265805682790007,-0.0273437536648601,-0.0276203012496019,-0.028186075959157,-0.0290279895106644,-0.0293074967756631,-0.0294985797043111,-0.0297065719495249,-0.0315123287403319,-0.0320572028359942,-0.0322449141622305,-0.0326452207252845,-0.0343008903189432,-0.0362220928551278,-0.0363119753123795,-0.0365176089301531,-0.0387870758902962,-0.0389232860189536,-0.041160103706213,-0.0419668529030543,-0.042570249427057,-0.0466464670683778,-0.047555378398495,-0.0530669555460036,-0.0552942884827836,-0.0660111744373035,-0.0789061404931306,-0.0986467240291477,-0.108321434249951,-0.1282596245780992,-0.1391641202936055,-0.1553457842242584,-0.1725096199629018,-0.1932718756524922,-0.2104052099836227,-0.2310016303289664,-0.2482945752238541,-0.2731762007692749,-0.2959792974880689,-0.326464025702843,-0.3570411726915756,-0.3827078988842917,-0.416858535587585,-0.465146614708379,-0.5220996736909894,-0.6126358870748757,-0.6839846813473702,-0.7685489708450332,-0.862928096515559,-0.9790811269300104,-1.0874165104583149,-1.2250393973603333,-1.4090338694856703,-1.608409947951387,-1.8919239639484524,-2.302497916332836,-2.955953722334485,-4.006626047409275,-5.44844064206307,-7.587585337660563,-10.1910205298679,-14.162338927113089,-18.727215866619307,-23.29217905927757,-27.483770379450384,-31.563370434922977,-inf
0.075,3,4,0.7328734397888184,0.1145804546292063,0.0456058494572576,0.0416484025801396,0.0416045505075267,0.0404823622959693,0.0399721856199409,0.0370837623830753,0.0354553201297548,0.0348994299741721,0.0347128024607024,0.0333210454064571,0.0319829141391007,0.0315928960136615,0.0228208246628436,0.0025164270516425,0.001738365658711,-0.0007760343697715,-0.0016337142125339,-0.0029724689166367,-0.0049438045990192,-0.0057135128933268,-0.0061075823191925,-0.0073699849872972,-0.007437423686215,-0.0080480625450483,-0.009314822752358,-0.010240966689319,-0.0118167888237275,-0.0118319333627573,-0.0125929496568099,-0.0126181693776549,-0.0135355214373413,-0.0135806105693936,-0.0136798513899314,-0.0137016240496101,-0.0141084530668343,-0.0145445162896662,-0.0147173744236348,-0.0150653309271425,-0.0159436744672942,-0.0160966460015747,-0.0162554530531007,-0.0167769084148404,-0.0172406346372441,-0.0178032479774313,-0.018720977437882,-0.0192977102794931,-0.0193857799773046,-0.0197220918065959,-0.0200435351066318,-0.0205171740681347,-0.0208131919374221,-0.0211110621726039,-0.021188565112992,-0.0221955184455448,-0.0225287294691757,-0.0229784010991994,-0.0234371555890228,-0.0236647244781998,-0.024010328930275,-0.0242276777111118,-0.0255165985976455,-0.0264555516516837,-0.0266126385096896,-0.027663084772732,-0.0286392364197086,-0.0290386762118889,-0.0295200782743659,-0.0306667803216896,-0.031788044750958,-0.0321106363986633,-0.0326420230937946,-0.0328589113898428,-0.0335964145114772,-0.0355282277974824,-0.0355368523243634,-0.0362518400199495,-0.0384800774368518,-0.0401325099861316,-0.0402106169681174,-0.0412604310999008,-0.0417978907536703,-0.0477810422231587,-0.0483336028756261,-0.0507107130462357,-0.0564696277520105,-0.0673760789634865,-0.0840470497693758,-0.0948490044834588,-0.1141647843831626,-0.1251105424838408,-0.1380386440258243,-0.1598587517749395,-0.1742714583066332,-0.1939718776905765,-0.2071240489690878,-0.2293058523758001,-0.247325399909697,-0.2713047647450207,-0.2919662307255138,-0.3201028423640518,-0.3418015494098141,-0.3735130019223625,-0.4012139824458705,-0.4518267527239857,-0.519137499866261,-0.5863319674279338,-0.6644954991959715,-0.7654180798699657,-0.8631066192972205,-0.9757813422405208,-1.0937127046176636,-1.2235363861842248,-1.389659230700276,-1.6084199085103636,-1.9166658477782268,-2.3312010650104,-2.939158336043354,-3.831017469928387,-5.23412606161678,-7.464021986381116,-10.612022277385192,-14.544233457713108,-18.94937371111372,-23.67559655406342,-27.630862078565556,-31.6512063555134,-inf
0.076,3,4,0.7434437274932861,0.1212312855538149,0.0472711042843723,0.04438120226547,0.0435943526007433,0.0426407324440602,0.0421016169501392,0.0393849084646027,0.0392142462292601,0.0381111450543829,0.0371566999030429,0.0367551442682979,0.0351905811674848,0.0347667060488175,0.0205811052801378,0.0036072037763948,0.002097427258067,0.0012021276709201,0.00087303478563,8.343766056245288e-06,-0.0014906519689041,-0.0044246194028499,-0.0053949337923857,-0.0055244079416419,-0.0056153470350836,-0.0061328739687807,-0.0069424859202319,-0.0097949774565568,-0.0098874819045013,-0.0108669861803604,-0.0117382497432433,-0.0120946945082998,-0.0121351294919811,-0.0125080341265489,-0.0130007559757539,-0.013221849391208,-0.0133474172153931,-0.0136707379275883,-0.0143950101086974,-0.0145282666174209,-0.0153058262225436,-0.0154158877941357,-0.0156316894775186,-0.0159236227995928,-0.016352496675379,-0.0168051116753765,-0.0178386306394186,-0.0185575479673724,-0.0191484223979297,-0.0193424170086413,-0.0194885021646887,-0.0194911028291435,-0.019616278375899,-0.0196507235102889,-0.0206481410580872,-0.0207287569403452,-0.0207510810950163,-0.0214077566301728,-0.0215229642351862,-0.0224946842039183,-0.0227256893877823,-0.0239289724335744,-0.0245282425066833,-0.0260973370198319,-0.0263609333248491,-0.0274454054417531,-0.0281872126532935,-0.0287064422209374,-0.0297330407390759,-0.030424876840895,-0.0310264131674968,-0.032213154638379,-0.0325796565323409,-0.0329651873714639,-0.0334152904764654,-0.0360570855489572,-0.0361739178622231,-0.0371742863199812,-0.0373706632718617,-0.0397619545622641,-0.0408043942755532,-0.0409673600485643,-0.0429123677345467,-0.0448032491618666,-0.048749995052505,-0.0524498910871656,-0.0580122336179415,-0.0723840278656608,-0.0847907977663046,-0.0987674498550221,-0.112766818697906,-0.1275128657547692,-0.1440375794777668,-0.1655971637800968,-0.1852478491184699,-0.207415376248966,-0.2317799752471099,-0.2538940734814023,-0.2701079141497736,-0.302065205620021,-0.3304819917554122,-0.3542377837864066,-0.3926121372236308,-0.4241874415826604,-0.4610545629941651,-0.5110279343243306,-0.5688864916610936,-0.6623615067170255,-0.7301908575992474,-0.8351930814067221,-0.9258839809556936,-1.0284776483557876,-1.1372619382618796,-1.2943225682421438,-1.4588991000484803,-1.6979901098804928,-2.017605583170245,-2.4779748013397493,-3.178582092556773,-4.252880359127447,-5.736006114938961,-7.722414528627998,-10.507121947839252,-14.039200119365152,-18.338062599113474,-22.768824839671144,-26.96021739762176,-31.409699973368472,-inf
0.077,3,4,0.7419188022613525,0.1228150440632683,0.0501723932564455,0.0446065634373678,0.044589305166534,0.0438575181356899,0.043538945328701,0.0399978243665829,0.0398741552614051,0.0398369636605338,0.0393250518776334,0.0375639851590891,0.0349712417488361,0.033822755561984,0.0210523337107004,0.0043110948447022,0.0025827280561193,0.0024590672909302,0.0005902974937632,-0.0004318414886285,-0.002735403950409,-0.0040515210414967,-0.0042052281895124,-0.0056432151533778,-0.0061362305889388,-0.0064507018297111,-0.007377047777978,-0.009175764002556,-0.0095976962646486,-0.0106601821413934,-0.0111023517105931,-0.0111324854963265,-0.0115267249495737,-0.0121494958815344,-0.0128422299998804,-0.0129473531033167,-0.0129998613476057,-0.0131801703757168,-0.0138215181084639,-0.0141265034788284,-0.0153139597566458,-0.015461268779099,-0.0159890024469849,-0.0161224901459759,-0.0163324243142351,-0.0163472712520702,-0.0172563411955308,-0.0185344593342984,-0.0186917716279603,-0.0186950970352194,-0.0187987098985943,-0.0189610733877504,-0.0194560930960785,-0.0202154009673677,-0.0202816799656188,-0.0203059477861335,-0.0206773131798163,-0.0209627516893357,-0.0219198488184459,-0.0223546304605224,-0.022580283889381,-0.0229746410404801,-0.0241145903712096,-0.024797961450096,-0.0263960956079148,-0.026981101439649,-0.0281148301433391,-0.0281811766687603,-0.0290146112750062,-0.0296599825138421,-0.031242936735604,-0.0318076201067815,-0.0323620356869075,-0.0329937432556982,-0.0342605695172122,-0.0347621581313803,-0.036324181355519,-0.0366500421988652,-0.0376817219231613,-0.0387064737032239,-0.0391262076019487,-0.0418719243954458,-0.0427307698935046,-0.0465171908237772,-0.0469957927248124,-0.0518264862750283,-0.0572250387597821,-0.0686880179533572,-0.0793629396402136,-0.0987167834482241,-0.1118108441826148,-0.1318833126241418,-0.1492496683232175,-0.1670585640010501,-0.1820980287143038,-0.2039302569931945,-0.2299808651106492,-0.2501495375181843,-0.264834171145984,-0.2999891225782732,-0.3229386679872926,-0.3480522602156143,-0.381425331195564,-0.4224314224897939,-0.448297832818531,-0.5068676511421669,-0.5597021936848886,-0.641795200963828,-0.7267442835690104,-0.8120379973777543,-0.91789801702193,-1.0303734122909556,-1.1287667549606148,-1.2832249503953987,-1.4720389643022866,-1.697763351854195,-2.011569824852049,-2.4195356761032074,-3.0767396827832645,-4.090103348266366,-5.646322970755024,-7.698446668978169,-10.717910397450476,-14.351148871452432,-18.56979598004948,-22.98067228219287,-27.01657296738892,-31.28928056519016,-inf
0.078,3,4,0.7433586120605469,0.1220168112027223,0.0482710863233926,0.0459725996082034,0.0433443068009165,0.0428735035076914,0.0421593822935002,0.0402088258120292,0.0388770472422679,0.0386771031480217,0.0374798488034977,0.0355437886540648,0.0355309366109035,0.0320537986792517,0.0209517822992487,0.0060422699532418,0.0039833004364189,0.0017962729954047,0.0004087024355686,0.0002806083620594,-0.0010351142642064,-0.0031893079883941,-0.0037348171030781,-0.003914606695153,-0.0045963919640788,-0.0048286755798417,-0.0077232508376106,-0.00860834197275,-0.0095149590410398,-0.0108217572375453,-0.0108523805926423,-0.0109319628322445,-0.0115847781536582,-0.0116224064268194,-0.0116475954703965,-0.0123338081357222,-0.0129370124488125,-0.0131862146323807,-0.0142583058807881,-0.0148608110440183,-0.0150493861783095,-0.0150778172626081,-0.015734635555827,-0.0159778515093278,-0.0162904692370846,-0.0167358177551223,-0.0171427433435572,-0.0183937166796949,-0.018515785020984,-0.0187971192811241,-0.0188829994010256,-0.0191252471548325,-0.0201426168334933,-0.0201519940556959,-0.0201723852246464,-0.0204026638616665,-0.0209958893459064,-0.021120209270966,-0.0222371832389655,-0.0223735396762469,-0.0235884299141297,-0.0237268380070054,-0.0256561274407638,-0.0262095040078252,-0.0269811787320986,-0.0271031215365492,-0.0274083756222154,-0.0293730915150659,-0.0294179307541723,-0.0296393883157452,-0.0322260756371046,-0.0322406118252148,-0.0324513975524861,-0.0325277716311472,-0.0325570699146022,-0.0352260964627774,-0.0357795939998649,-0.0359220052456285,-0.0379023580367445,-0.0399742173573482,-0.0408210359031384,-0.042020662725203,-0.0423859418818692,-0.0448915093123933,-0.0480562540356057,-0.053009907832395,-0.0539166371531869,-0.0681106356217405,-0.0795112446504635,-0.0912375413712981,-0.1017967319347554,-0.1169618151660379,-0.1319354838187513,-0.1461864547120928,-0.1621918053863076,-0.18331396008463,-0.2092576744430374,-0.2198144864115584,-0.2370825607685666,-0.2701495452256874,-0.2878118262863698,-0.3231125097576575,-0.3500304904462294,-0.3808177573495283,-0.41829048862174,-0.4638324215269146,-0.5366097512917841,-0.5874449369967003,-0.6793811038892408,-0.7554958232607722,-0.8509199514533777,-0.9500515063467664,-1.0606337262957368,-1.1914572204191365,-1.3394038424807275,-1.5509072072882228,-1.8206868134556584,-2.194628281035344,-2.819887186543772,-3.683278611032817,-5.074133262816078,-7.438892992849619,-10.570908336392131,-14.598477919057146,-19.14301499206205,-23.766872698111783,-27.981887469019348,-31.875308856506027,-inf
