g_value,n,current_zeta_value,runtime,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10,lambda_11,lambda_12,lambda_13,lambda_14,lambda_15,lambda_16,lambda_17,lambda_18,lambda_19,lambda_20,lambda_21,lambda_22,lambda_23,lambda_24,lambda_25,lambda_26,lambda_27,lambda_28,lambda_29,lambda_30,lambda_31,lambda_32
0.281,2,4,0.2229175567626953,0.0910572900663712,0.0158482620537037,0.0061040813120806,0.0017171256336175,-0.0006814991716254,-0.0023077815723682,-0.0038283202165713,-0.0041501627037811,-0.0049493175094052,-0.005080325001757,-0.0060999274774122,-0.0078978712947782,-0.0080165805697423,-0.0088443540875951,-0.0111736982967213,-0.012113128861736,-0.0752437177062751,-0.1232820767576485,-0.1503889296746458,-0.214572465590992,-0.2689899503284867,-0.3472341026420417,-0.4175832573823113,-0.4770864615662105,-0.529230896617407,-0.6209616701654838,-0.8677676289103566,-1.5986917594812164,-3.225055130908544,-6.191412257398925,-inf,-inf
0.282,2,4,0.2112212181091308,0.0784769990752972,0.0109590591105507,0.0009230635405453,0.0002900386685851,-0.0030830627303811,-0.0039513721377463,-0.0044052166504742,-0.0053469348110121,-0.0057992484420632,-0.0064437640644359,-0.0069354177354935,-0.0076664732899337,-0.0081088852997216,-0.0085185215097786,-0.0100097849315577,-0.0100536301086532,-0.0691169584800245,-0.1255532586965443,-0.1509875094705061,-0.2173048193265514,-0.279455146585194,-0.3582622682538069,-0.4324399734933801,-0.4856452204693156,-0.5440549247350157,-0.6946841461216102,-0.9505626048460372,-1.6812873351402589,-3.1198872123307138,-6.388656270122627,-inf,-inf
0.283,2,4,0.2278361320495605,0.0765177513260173,0.0121073316881535,0.0023266227089619,-0.001414524962366,-0.0016953319518979,-0.0037546325982133,-0.0043461210512291,-0.0048305280036587,-0.0049340072821937,-0.0067052154936542,-0.0068670358418244,-0.0071491910987898,-0.0079327415125486,-0.0092279326084866,-0.0118115557834198,-0.0118561245754893,-0.0740975392918665,-0.1238259636002649,-0.1491751583582986,-0.2113228141213649,-0.2795487740417644,-0.3481178322239112,-0.4339516749765971,-0.4827122207775103,-0.5427579459349343,-0.6964571885423071,-0.9552892865541912,-1.6811263648901638,-3.207347017897018,-6.1978623874386924,-inf,-inf
0.284,2,4,0.1734066009521484,0.0796510464993368,0.0152318156300902,0.0055189902816305,-0.0005460722647946,-0.0019455153204218,-0.0037394613018859,-0.0041998523734802,-0.0051286249348007,-0.006039398080858,-0.0062863816378715,-0.006671804038604,-0.007746120060656,-0.0083724428656534,-0.0094579690261068,-0.0126340291563521,-0.0149211440519483,-0.0687025036878352,-0.127574903455995,-0.1570832393655376,-0.2267872075029783,-0.2642110829050738,-0.3518616341073228,-0.4257640594785826,-0.4814980844425964,-0.5498119869264275,-0.6372138222127859,-0.9129075340007552,-1.5630627921309637,-3.2632235376572707,-6.397764354586118,-11.943306519807043,-inf
0.285,2,4,0.1767432689666748,0.078442499636481,0.0121830573769557,0.003652707100982,0.0001657729866166,-0.0021950539006525,-0.0040298876336192,-0.0045698626878243,-0.0051608632147368,-0.0061059121845925,-0.0062883780297923,-0.0068380732394494,-0.0077390571717132,-0.0083000967902487,-0.0090723167221371,-0.0105082705241132,-0.0133383004674892,-0.0699161246163084,-0.1236742593540018,-0.1489759639780552,-0.2127950605855463,-0.2694896781704329,-0.345038932753799,-0.4244340739623677,-0.4747955059866023,-0.5390881836354617,-0.6420151643795053,-0.9928588805954476,-1.6065502018891071,-3.27652698592224,-6.509118872403487,-11.738094658340527,-inf
0.286,2,4,0.2234625816345214,0.081481447387318,0.0112856558186579,0.0054256041397835,-0.0009176729259624,-0.0026541047823157,-0.0041581111725258,-0.0044487121460542,-0.0044645211126084,-0.0056615870356144,-0.0058514205904331,-0.0059269195119149,-0.0070426174058867,-0.0073256086313527,-0.0092848100507929,-0.0100174269355903,-0.0108858984113529,-0.0766235170002473,-0.1191107192968021,-0.1535611293487258,-0.2216685823935879,-0.2825626606637925,-0.3536986999083155,-0.4288094913896521,-0.4968634439551689,-0.5471591332781774,-0.6254698125538403,-0.9408428931458808,-1.6090693775548932,-3.265657614864726,-6.599324982496699,-inf,-inf
0.287,2,4,0.2312543392181396,0.0819137746158771,0.011434408224535,0.0029061277413503,0.0025969872817591,-0.0027459343697164,-0.0037121950445637,-0.0037360101685197,-0.0038997966110912,-0.0045494002795376,-0.0053271707120726,-0.0062542748050692,-0.0074838258394495,-0.0077282388070046,-0.0079593288396104,-0.0091609236710221,-0.0104945168238755,-0.069387116840354,-0.1197835727191744,-0.1550334159539031,-0.22861437992619,-0.2815803254320076,-0.3561326277882931,-0.433022098758659,-0.4809032473100682,-0.5392127688976477,-0.6606327364088245,-0.8632594575564956,-1.4337950063830462,-3.358375799431262,-6.657422863949848,-inf,-inf
0.288,2,4,0.2273511886596679,0.0844767233850546,0.0146016262388122,0.0042455926496102,0.0020846339602964,-0.0010725135025061,-0.0022300917148613,-0.0042900790092257,-0.0048219119782483,-0.0051920690449346,-0.0065792148182559,-0.0066741731087621,-0.0073110624144312,-0.0073670728649953,-0.008953584632271,-0.0099017547966626,-0.0105422271997545,-0.0754339712561664,-0.1297250906808734,-0.1614103042007233,-0.2220615665234621,-0.289365209418236,-0.3479145282701582,-0.43855281703561,-0.4937462941625904,-0.5424753896773044,-0.6676099761383589,-0.9106625906919976,-1.6093435636159714,-3.186864114774995,-6.560537530476823,-inf,-inf
0.289,2,4,0.2358262538909912,0.0767793674982074,0.010397774534619,0.0011612303512275,0.0001635838753619,-0.0025727695904054,-0.0026238308712031,-0.0037633609224471,-0.0038694606799792,-0.0050788864920798,-0.0063668975129633,-0.0067891948328732,-0.0071492810050036,-0.0075877918181971,-0.0088397619536404,-0.0107471444432167,-0.0110320113004758,-0.0757069597154506,-0.1314930958160475,-0.1601837349383034,-0.2317447765028761,-0.2825157701170763,-0.3592013527219378,-0.4448557242118049,-0.4949573249317916,-0.572003798995364,-0.6757070433477784,-0.9251350511292668,-1.631106609608422,-3.3502133919456054,-6.486514478818557,-inf,-inf
0.29,2,4,0.2064793109893798,0.0852527393420643,0.0094607074090985,0.004475857781354,0.000152116654082,-0.0018312289893911,-0.00279488928679,-0.0032067418521088,-0.0045181545830234,-0.0047594859890333,-0.005788202234903,-0.0063284036652241,-0.0065623567063197,-0.0080475005985413,-0.0081871744484628,-0.0098775831684227,-0.0122152568577848,-0.0741637371795482,-0.1266770257926779,-0.1519096803709412,-0.227151040154334,-0.2834308248718682,-0.3494522053390663,-0.4380778144916281,-0.4919070117350168,-0.5461061063990864,-0.6648526343168277,-0.9437115205270006,-1.6692970146926398,-3.111984081721445,-6.867346817984185,-inf,-inf
0.291,2,4,0.1750304698944091,0.0807892152808939,0.0101190901785692,0.0032704578720082,0.0023635239032117,-0.0028918716738299,-0.0033017662365807,-0.003975365625234,-0.0042405646592627,-0.0048967518502577,-0.0057332716297945,-0.0059097683860581,-0.0066759222684224,-0.0087452912159966,-0.0102022578078715,-0.0112236783110356,-0.0121869173948116,-0.0769337816908126,-0.1290271155719477,-0.159262379924474,-0.2241900563402847,-0.2814823038943927,-0.3590256108944445,-0.4450684954128435,-0.4974455727898771,-0.5516270595082425,-0.678994591754046,-0.9451365777676576,-1.462814599729719,-3.160561446239304,-6.652561881463816,-12.067430477043604,-inf
0.292,2,4,0.2104730606079101,0.0800882466319502,0.0220910633257174,0.0036058243590086,0.0022211623401241,-0.0022707665066884,-0.0037480938588738,-0.0037640677663826,-0.0042909748232866,-0.0052994993415856,-0.0059519846817958,-0.0065825196377904,-0.0068348894201989,-0.0070240851006689,-0.0088467491442442,-0.0104823920397311,-0.0133454217016516,-0.0775966090499618,-0.135674563818951,-0.1606536420777058,-0.2325691663679328,-0.2915122830103528,-0.3687964028525957,-0.4513987413715129,-0.4979295104753454,-0.5727063196144381,-0.6537738630109948,-0.901255575054706,-1.651281325184795,-3.1543578199536526,-6.395217303911193,-inf,-inf
0.293,2,4,0.2223987579345703,0.0738991442398013,0.0136637307714259,0.0027760515874449,-0.0005879140888613,-0.0017471816243822,-0.0037658429395401,-0.0041694629498507,-0.0042170303345431,-0.0054762569446103,-0.0064187515599485,-0.0067118031798784,-0.0074349322861524,-0.0075466050945308,-0.0083744766999346,-0.0087904353038719,-0.0102038738524542,-0.0804953544720185,-0.1398724639020477,-0.1697054713087418,-0.2313098623215541,-0.2904327561191892,-0.3664923192463341,-0.4483970642882509,-0.5103250011640457,-0.586352225025968,-0.694536117179391,-0.9817755917643642,-1.672723963842429,-3.183405043798172,-6.674270984263651,-inf,-inf
0.294,2,4,0.2342064380645752,0.0745686150475867,0.0090757591378039,0.0008863771499183,0.0008226727176197,-0.0026384346853027,-0.0037010210970842,-0.0039907663553877,-0.0044167592240526,-0.0051967376173613,-0.0062448507445187,-0.0067511323848303,-0.0071186098362315,-0.0072826189928546,-0.0086579626070815,-0.0115575891336562,-0.0118734190676529,-0.0758648080422441,-0.1294450711726143,-0.1546128886126279,-0.2341645767756603,-0.2864060992483824,-0.3621228511105464,-0.4499309842473712,-0.4976663711564302,-0.5544235674789388,-0.6499446807326245,-0.9507277937383276,-1.6457386320695058,-3.367612646553459,-6.763681380682581,-inf,-inf
0.295,2,4,0.2233200073242187,0.0764790141582794,0.0159151991885651,0.0038590304335088,0.0013279837605729,-0.0031568610412385,-0.0043733497244227,-0.0046030996807362,-0.0049629219475513,-0.005629990233901,-0.0060435128279859,-0.0066129809615288,-0.0067988587779657,-0.0073750061286835,-0.010097105605306,-0.0105361091504903,-0.0111395096143901,-0.0804909102738557,-0.1352833206076587,-0.1605063793576356,-0.2348047686816898,-0.3003600346682832,-0.3583133701181286,-0.4507212451283605,-0.5017832224976592,-0.5589047036047817,-0.6417446771882175,-0.8680092262753755,-1.6004232535490437,-3.3269815577912896,-6.937034832736364,-inf,-inf
0.296,2,4,0.2330243587493896,0.0731414054414042,0.0105313676686712,0.002475809065111,0.0008169216021824,-0.0003468728147138,-0.0043663658626549,-0.0046946666948485,-0.0047675729157482,-0.0049060435944974,-0.0052021303502894,-0.0057711268432381,-0.0078256821314809,-0.0082429643670605,-0.0087548582080053,-0.0099712626678262,-0.0126773735325074,-0.0757959814320209,-0.1337402111977368,-0.1683696599047891,-0.2342631083849725,-0.2955830683426692,-0.3701886252133264,-0.4459617085794991,-0.5080649678282393,-0.5625809675276268,-0.6704462980797036,-0.9072786103019338,-1.651846557846644,-3.52028266557452,-6.971605666813144,-inf,-inf
0.297,2,4,0.1700351238250732,0.0783885343514244,0.0134576506456099,0.0022404907904951,-0.0015545616190407,-0.0021709770275769,-0.0025719268582399,-0.0032653594207054,-0.0036712827927329,-0.0039991134398679,-0.0057609793211817,-0.0061347340849776,-0.0061785411741034,-0.0080704451073933,-0.0086864638782308,-0.0102281437637318,-0.0114569623036245,-0.0769828711366457,-0.1382559722694854,-0.1637754088440105,-0.2320532579506906,-0.2964965121030338,-0.3766615202811838,-0.4546658103667099,-0.5260221788312198,-0.6018620625378484,-0.7069449143549441,-1.032583326417102,-1.694210079181922,-3.2398099294273024,-6.866191194356891,-12.110974043971334,-inf
0.298,2,4,0.2053408622741699,0.0743450337144261,0.0078591636264754,0.0016948799567398,0.0007679636741602,-0.0021097381728865,-0.0041478436018962,-0.0042283075502878,-0.0046253734528582,-0.0053551000367079,-0.0062398011702398,-0.0066129253811301,-0.0068329896624081,-0.0079684328607151,-0.0090993792268034,-0.0113382452676034,-0.0115788836330952,-0.0799686852917621,-0.1327025997539656,-0.1645456161557852,-0.2505865580214296,-0.2892420739455857,-0.3643452456159155,-0.4521576391559998,-0.5077675272850696,-0.566682588127414,-0.6654426338235072,-1.0329693647742475,-1.6588587752870918,-3.37210111851384,-6.736938140418738,-inf,-inf
0.299,2,4,0.2056446075439453,0.0750404323942729,0.0119240199600147,0.0039581598949227,0.0011062667500466,-0.0017206693714687,-0.0042501101669912,-0.0044652424586215,-0.0047337999905001,-0.0053463541811589,-0.0063524636394277,-0.0065987836885547,-0.0078088506690297,-0.0082110684359306,-0.0090551610154884,-0.0094485637435603,-0.0104907303493319,-0.0801539732838652,-0.1408841190700128,-0.1661284711934559,-0.2430859311461065,-0.3043349048859437,-0.3731145410075664,-0.455883278666107,-0.5185340047875153,-0.5736210779757186,-0.6448697976778746,-0.9445276538290572,-1.4862463011460745,-3.2013036758608227,-6.905601685391487,-inf,-inf
0.3,2,4,0.1716141700744629,0.0740927500022533,0.0121474736504519,0.0027558734253808,-0.0003829969798528,-0.0028293623995546,-0.0035483022332935,-0.0043015547911311,-0.0053942243071403,-0.0060421082969815,-0.006571575766208,-0.0069491611075611,-0.0075313172963584,-0.0075923634494841,-0.0086553123523567,-0.010695986548005,-0.0127698092414014,-0.0800850739138221,-0.1366107775833049,-0.1688151879560671,-0.2400602172916923,-0.2892990968708852,-0.380650590906708,-0.4544833216619989,-0.5150706400992161,-0.5678406279256393,-0.6745002123524562,-0.8937968075423269,-1.5830614448159557,-3.3612587257843995,-7.3366100695193905,-12.291650900274124,-inf
0.301,2,4,0.2270946502685547,0.080007619500503,0.0155080516073351,0.0085829089492449,0.0003011232574009,-0.0024917274689046,-0.0036761020360877,-0.0041897409714048,-0.0050661258385307,-0.005157273269112,-0.0060161081137158,-0.0063484340351983,-0.0074617518440562,-0.0082632386906712,-0.0093780493526517,-0.0105834710869165,-0.012067411889803,-0.0850188363719206,-0.1372100808657413,-0.1682666789515309,-0.2494507325505838,-0.2935388330877197,-0.3737903239818129,-0.4590098007454532,-0.5071938523576823,-0.5981996820242128,-0.7157555057950592,-0.9700670166108664,-1.701049322043554,-3.3708325354564272,-6.632599710992287,-inf,-inf
0.302,2,4,0.2222559452056884,0.0725749419921645,0.0148369569873023,0.00229622219701,-0.0012950329072304,-0.0028658667990768,-0.0039107631771236,-0.0041469412489114,-0.0042393812023918,-0.0063772874950295,-0.006421810750554,-0.0068883557084727,-0.0080594214124768,-0.0082360847012226,-0.0087247546066421,-0.0102303129975869,-0.0130547690278464,-0.0822017742526961,-0.1410136645244717,-0.1660955912927547,-0.2364720993501429,-0.2971711944734425,-0.3709454144599794,-0.4557956693935949,-0.5104180078760622,-0.5990508219927483,-0.7065867322693338,-0.9715009493761684,-1.686434851659888,-3.330060149315506,-6.805396365902533,-inf,-inf
0.303,2,4,0.2311339378356933,0.078369925835951,0.0147610201724582,0.0026213989396947,0.0003147556667926,-0.0029661905021206,-0.0041744011849269,-0.0041881302887269,-0.0044575930378503,-0.0047472718990009,-0.0054448197289182,-0.0055583933974574,-0.0065657917573293,-0.0076368363242888,-0.0077169201851783,-0.0106977114258524,-0.0123283811491182,-0.0735158177047012,-0.1274374468121494,-0.1558641666669766,-0.2334283660139658,-0.2936281808076104,-0.3795815236673356,-0.4569175208599325,-0.5068687766295206,-0.5772014309666461,-0.6793744040437516,-0.9444956891031142,-1.7772989456404598,-3.532299727930347,-6.995008177056313,-inf,-inf
0.304,2,4,0.2312724590301513,0.0784194075594037,0.0161330798071117,0.0047554591288199,-0.0006183129565109,-0.0020499735219301,-0.0027618539156024,-0.0037526215229472,-0.0043861918731409,-0.0048215381814899,-0.0061599624062593,-0.0069233268699354,-0.0069617945127943,-0.0072671298150535,-0.0086343973465865,-0.011477358428871,-0.0120966787629553,-0.0795319594807098,-0.1452845772119746,-0.173978261630995,-0.247079345207121,-0.2924466463278943,-0.3801507410113909,-0.4600063921055606,-0.5190238167392298,-0.575893296231328,-0.6674395187438447,-1.0327174722656904,-1.7601080490580754,-3.2635641280956094,-6.504228204989776,-inf,-inf
0.305,2,4,0.2315618991851806,0.0755976078803377,0.0139121482760595,0.0037618320333049,0.0013843408359113,-0.002393966957775,-0.003585457353097,-0.0040343655942724,-0.0042961948998826,-0.005038823503217,-0.00621691009215,-0.0063591770675494,-0.0064214406857798,-0.0082343455073946,-0.0082981865668006,-0.0100493732397131,-0.0102981703576567,-0.0884672455945883,-0.1540000340263274,-0.1817207305439837,-0.2494955022904653,-0.3078387064034072,-0.3882522839681796,-0.4720468461474468,-0.5263000620907112,-0.5856836207816377,-0.6654761589781927,-0.9435964853373684,-1.668948595078292,-3.394577686596387,-6.444604022069609,-12.25705382982392,-inf
0.306,2,4,0.2105402946472168,0.0690007909744081,0.0084554508647697,-0.0002159101615926,-0.0008751814047729,-0.0016975395672129,-0.0041712114054852,-0.0041928938125629,-0.0047734514245923,-0.0048163875401912,-0.0055359474585343,-0.0059350288129262,-0.0062028560382941,-0.0080632715836366,-0.0094685226686753,-0.0095114777653087,-0.0105003042774252,-0.0784209678687902,-0.1476268008086865,-0.1808957613245019,-0.2488040341471762,-0.3132015233340913,-0.3798117350666993,-0.4737278461259575,-0.5289745542838146,-0.5943055682926887,-0.6653938758530412,-0.9433595371162188,-1.7673534811179317,-3.6537660936377065,-7.57498679664327,-inf,-inf
0.307,2,4,0.1744606494903564,0.074447336559539,0.012958153096578,0.0001154130519168,-0.0013001668040875,-0.00370872666041,-0.0038106768461758,-0.0046813923508003,-0.0047899027465887,-0.0059287970272186,-0.0062114213756757,-0.0066436585571628,-0.0066794693043329,-0.0083312263783591,-0.0088900062787361,-0.0107583892956501,-0.0110924997949851,-0.0798506989344182,-0.1442138297731175,-0.1744582850910145,-0.2414957587983144,-0.3061436998095306,-0.3812452534996312,-0.465772045307853,-0.5200416878704394,-0.5860155041542258,-0.7079470330487105,-0.9943371067705472,-1.8622151754906595,-3.7048929786516736,-7.1108681458033525,-12.407973389182684,-inf
0.308,2,4,0.1768190860748291,0.0673719343575511,0.0058672226599264,-0.0003011704439942,-0.0014219619082607,-0.0023851747664881,-0.0041664202867283,-0.0042262090832244,-0.0045334522595938,-0.0050237449866474,-0.0062293710498724,-0.0066323258070352,-0.0068119517651937,-0.0072417670124086,-0.0086471567756809,-0.0105290511358041,-0.0128156111923227,-0.08689966489233,-0.1502798444101584,-0.1781086733737797,-0.2544810907779981,-0.3169792844481668,-0.3970610464499686,-0.4816427922588894,-0.5377967979904408,-0.5909509448239996,-0.6941129194172452,-1.0066848527187608,-1.811950665574494,-3.651621945063506,-7.055517160522462,-12.216253489005007,-inf
0.309,2,4,0.2302098274230957,0.0729521532758134,0.0111934044580335,0.000789215713561,0.000572872000388,-0.0023409149638606,-0.0037887669428756,-0.0044680561648207,-0.0049223616312741,-0.0053790879848992,-0.0061218895748202,-0.0063178054535691,-0.007984757010282,-0.0083005042141622,-0.009109137174062,-0.0106669523186809,-0.011620772023406,-0.0777312811730697,-0.1417991531160052,-0.1745074699917672,-0.2490043469713707,-0.3045549289358765,-0.3844686119954407,-0.472808119161469,-0.5244329634259073,-0.5885285096222548,-0.7033486851964036,-1.0326213009769185,-1.9413428323333293,-3.5247106166101894,-7.0840095073319365,-inf,-inf
0.31,2,4,0.2265472412109375,0.0757908125564482,0.0093583929725486,0.000931916427527,-0.0013779096328379,-0.0024421297840427,-0.0036462626880108,-0.0047271709542311,-0.004778544742671,-0.0051376997530729,-0.0060008632857422,-0.0068272882788753,-0.0075741714505416,-0.0085954296108836,-0.0088348927442596,-0.0089636852518753,-0.0091188113471901,-0.0889040101383248,-0.1542936103329619,-0.1875333398800881,-0.2568615065128456,-0.3124507963277275,-0.4026723443337993,-0.4761079382431011,-0.5273225294513745,-0.600179643098026,-0.6775780286608606,-1.0048391972498265,-1.7075931173323775,-3.4908258112272934,-6.824940942016184,-12.19304936061239,-inf
0.311,2,4,0.2265918254852295,0.0706175021740234,0.0121136389743968,-6.510799852681597e-05,-0.0007580517297595,-0.0027611344963343,-0.0035656917660623,-0.0038653284168222,-0.0044766989522224,-0.0050004330148343,-0.0063218492418847,-0.006354147622559,-0.006606535452821,-0.007381698714812,-0.0077272378512342,-0.0093881591280199,-0.0114361937849854,-0.0855918361830981,-0.1536956433253292,-0.1894155008345753,-0.2523431150911479,-0.31625449330614,-0.3957811274084052,-0.4735634646556215,-0.5294680876468661,-0.6157221034381662,-0.6810585108963075,-0.9864554847015046,-1.7408977036639732,-3.485647958782271,-inf,-inf,-inf
0.312,2,4,0.2261602878570556,0.0715351244841154,0.0083627022524429,-2.7404617349291463e-05,-0.0014927943838447,-0.0030312231326067,-0.0042320626136537,-0.0046890791443666,-0.0046923206018334,-0.0048452901348444,-0.0061167512102362,-0.0061782657913912,-0.0067097538887807,-0.0075889019119096,-0.0083070249775766,-0.0114293086320714,-0.013644155238385,-0.0873862076824096,-0.1602079985926252,-0.1902652568905244,-0.25736306346734,-0.3179886500543762,-0.401496946468941,-0.4964215407856147,-0.5499346792236489,-0.6002336346306957,-0.6945706902991114,-1.0327717226730917,-1.7726195956360753,-3.4770345182059588,-6.9809483519640425,-inf,-inf
0.313,2,4,0.2323036193847656,0.071255894522066,0.008007851282342,-0.0004091618313012,-0.0016508272773197,-0.0024510345020801,-0.0035176385072101,-0.0038720795620267,-0.004910957994327,-0.0052557003688384,-0.0058127907279804,-0.0062267949848643,-0.0062336109829047,-0.0082431703543431,-0.0087875900790687,-0.0101107859908118,-0.0144096704592496,-0.079650592337974,-0.1537941785927808,-0.1847136243211764,-0.2610749018143475,-0.3104445311995338,-0.4066679586355079,-0.4797453312332842,-0.5427285186926345,-0.6293121742110948,-0.7148120854333416,-1.0813448637175145,-1.8061019046834783,-3.605165258525078,-7.095197709258993,-inf,-inf
0.314,2,4,0.211940050125122,0.0755804835260778,0.0141180678281861,0.0013017386105363,-0.0008163070771735,-0.0031571489623257,-0.0038086398652898,-0.004445241051576,-0.0044565408152255,-0.0058796547928602,-0.006220057240894,-0.0063113798130842,-0.0064880821232679,-0.0075473750406411,-0.0079045135370732,-0.0092389990036547,-0.0123622478867782,-0.0860031203510137,-0.1462154150948905,-0.1923457099278359,-0.2650121154640861,-0.320302970701836,-0.4078650255926269,-0.4894967608021543,-0.5405647473714926,-0.6038750653399773,-0.6846574848645878,-1.036473824307194,-1.678936702489949,-3.497945845341594,-6.943096497110716,-inf,-inf
0.315,2,4,0.1719341278076172,0.0693351956593627,0.0097093432956627,0.0031237635612847,-0.0015346935794774,-0.0033064484185184,-0.0038765126725826,-0.0044494966092842,-0.0044849276012026,-0.0047383403971088,-0.0062979486649041,-0.0064621946538089,-0.0071720210405649,-0.0079891582694495,-0.0082348290735636,-0.0120650825728207,-0.0138805668946065,-0.0859717475293682,-0.1514546987536458,-0.1890118738912853,-0.2666586051628458,-0.3152844290324879,-0.4111706492607567,-0.4901131854032331,-0.5367972541527609,-0.6085340601087821,-0.7145399615429405,-1.002097891782835,-1.7370922838083696,-3.5548995980662936,-7.077117530025782,-12.229267387932664,-inf
0.316,2,4,0.2315592765808105,0.0630758230448707,0.0077911303270625,-0.0003879200388058,-0.0013009711398547,-0.0031311347862931,-0.0031971258365694,-0.0039562463359803,-0.0046650101593035,-0.0056985556618893,-0.0058248803097633,-0.0064251988261122,-0.0071256804944257,-0.0077744720464387,-0.0082654773979541,-0.0095426938065458,-0.0137748982332741,-0.0813953781331289,-0.1564334184045547,-0.201119037092009,-0.266142289941593,-0.3293586069678505,-0.4002801913416115,-0.4907525940819386,-0.5423029047408673,-0.610609982978414,-0.7450710942500854,-0.9849147973748196,-1.8689700929201825,-3.6361517056225288,-7.233295981868654,-inf,-inf
0.317,2,4,0.2244191169738769,0.0739118903333048,0.008425751345448,0.0026238082999369,-0.0009823848785467,-0.0020869856725159,-0.0031288692939964,-0.0031348012735588,-0.0037964951762284,-0.0048294879997669,-0.0053139727827651,-0.0056855436277657,-0.0076109490193502,-0.0078707191291189,-0.0087088359760514,-0.0114837379583008,-0.0122124197366058,-0.0864076221710612,-0.158517590759977,-0.1915406329803783,-0.2598646169081889,-0.3251519299321291,-0.4033866012228582,-0.4833362114347055,-0.5436006363992681,-0.6228034824049529,-0.7351756531032337,-1.0568581493362874,-1.8017743514714653,-3.522806640389811,-6.89654096725299,-inf,-inf
0.318,2,4,0.1732103824615478,0.0656876451072222,0.0094826869337827,-3.5812643477806347e-05,-0.001142955116104,-0.0034392867033361,-0.0038803777076825,-0.0042516187557983,-0.0043622182094335,-0.0049440942162957,-0.0062196910240968,-0.0070173349908827,-0.0071581741176629,-0.0081913625411078,-0.0082377340033228,-0.0107687596512685,-0.0111452357302226,-0.091081056457805,-0.164068739835947,-0.1912398295566239,-0.2772575369724578,-0.3348761285398637,-0.4248596410231582,-0.4977976014118827,-0.5561707920336239,-0.6150808738052399,-0.7323101544383783,-1.0337772677534227,-1.817756444703185,-3.726803253069663,-7.128789154547304,-12.276689986238638,-inf
0.319,2,4,0.230034589767456,0.0856315025170696,0.0183672185187276,0.0063162876631893,0.0008333669088465,-0.0020806747775408,-0.003060011408369,-0.0041423642436351,-0.0046390148286777,-0.0048409349365054,-0.005987505303691,-0.006054177538173,-0.0062184600997439,-0.0079850850537779,-0.0083435332269441,-0.0107042379099617,-0.0117142600657214,-0.0834573807820949,-0.1483418698129445,-0.1845658926737368,-0.257865430744924,-0.3021202424317487,-0.3921935792548922,-0.4760381267005981,-0.5248491419655865,-0.5855471377540126,-0.7224717871398632,-0.9577000463708288,-1.7716856971068584,-3.555681000978716,-7.032682766620045,-inf,-inf
0.32,2,4,0.2286057472229004,0.0660490256564149,0.0106326315181719,0.0018151929344127,0.0001371473385848,-0.0027736551394948,-0.0037252381003299,-0.0038177366531148,-0.0038625036021823,-0.0055200109813563,-0.0055912224389963,-0.0059432460001051,-0.0062246560389885,-0.0078747582695602,-0.0086628355532645,-0.010248842589245,-0.0130502864091195,-0.0887402871092217,-0.1721242728459684,-0.1907193194115034,-0.2774702760716274,-0.3274479611195263,-0.4078025093948823,-0.5075236800328444,-0.554786442966095,-0.631985353674731,-0.7324130410217612,-1.0769827837692032,-1.7548060724759391,-3.61706348704641,-6.740800836350787,-inf,-inf
0.321,2,4,0.2064964771270752,0.069849434618182,0.0062839080856001,0.0011620121567247,-0.0019749056848372,-0.00303612369637,-0.0036195269975151,-0.0042707840723305,-0.0048403001270668,-0.004890675843396,-0.0063202570982403,-0.0065544587942597,-0.0069618736186304,-0.0072319644650626,-0.0082238327263393,-0.009592216317983,-0.0096680036037441,-0.0925509493302196,-0.1619442734388931,-0.196218453902118,-0.2730022131348328,-0.3286610718304025,-0.4225466802996401,-0.5076580236511014,-0.5634003925831351,-0.6602058414178937,-0.7725119824573484,-1.1323266376011305,-1.8852077183029448,-3.654748478859777,-6.8365442891130295,-inf,-inf
0.322,2,4,0.2219212055206298,0.0635616388459389,0.0101993962730921,0.0005896235547659,-0.0012597165974124,-0.0029816942407234,-0.0043446620374213,-0.004429416361342,-0.0048387391858839,-0.0057750555509102,-0.0063043120294264,-0.006671688961971,-0.006865210416566,-0.0074791960190856,-0.0076491742600687,-0.0086594174146054,-0.0112022475510652,-0.0949783406773797,-0.1660631602572652,-0.1967927545530896,-0.2772171123292464,-0.3306770380472171,-0.4299351452692388,-0.5018151640401466,-0.5550539337835878,-0.6554808558192512,-0.7982170129997566,-1.099976417565967,-2.0085048971808352,-3.6949491263354775,-7.063184631423205,-12.308361836803476,-inf
0.323,2,4,0.1780569553375244,0.0780965499554124,0.011980355460024,0.0009932484683673,0.000552530746197,-0.0029295532115017,-0.0037999167243354,-0.0039259277759654,-0.0041792735970642,-0.0048384386559045,-0.0055778604530709,-0.0064593188562158,-0.0074115044931993,-0.0077234279097261,-0.0085492561940171,-0.0092525792181276,-0.0099119419460693,-0.0874140475158154,-0.1609012698215359,-0.190040500935845,-0.2709128048331323,-0.3130881154528259,-0.4115247232671619,-0.4907135847324961,-0.5484337175659368,-0.6114316875444593,-0.7139036189565973,-1.0911242877246572,-1.8302384456405325,-3.6445186277961703,-7.3471984231852225,-13.3497313354939,-inf
